strategy,sample_size,average_return,Sharpe,Sortino,Calmar,max_drawdown,TP_rate,SL_rate,hit_rate,sample_reduction,confidence_threshold
current_system,509,0.0356008265198591,0.9575296136574927,2.3372241082042033,0.4558954242643428,-0.9839326965697491,0.27111984282907664,0.17681728880157171,0.6011787819253438,,
meta_model_filtered,209,0.06164468023995268,1.3936754122541524,4.582742857120322,1.1321811392831294,-0.6860412561855664,0.3253588516746411,0.11004784688995216,0.631578947368421,0.5893909626719057,0.5
