date,variant,ticker,weight_proxy,is_new_position,is_retained_position,realized_return_5d,realized_return_20d
2022-01-03,raw_target_research,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122
2022-01-03,raw_target_research,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306
2022-01-03,winner_retention_rule,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122
2022-01-03,winner_retention_rule,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306
2022-01-03,soft_exit_rule,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122
2022-01-03,soft_exit_rule,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306
2022-01-03,turnover_penalty_overlay,AVGO,0.5,True,False,-0.0635590598311439,-0.1064343197150122
2022-01-03,turnover_penalty_overlay,TSLA,0.5,True,False,-0.1180716496409673,-0.2238160575856306
2022-01-10,raw_target_research,CCJ,0.5,True,False,-0.0718279602707073,-0.1466666601037466
2022-01-10,raw_target_research,TSLA,0.5,False,True,-0.0260934638760728,-0.1286432212109686
2022-01-10,winner_retention_rule,CCJ,0.5,True,False,-0.0718279602707073,-0.1466666601037466
2022-01-10,winner_retention_rule,TSLA,0.5,False,True,-0.0260934638760728,-0.1286432212109686
2022-01-10,soft_exit_rule,CCJ,0.3333333333333333,True,False,-0.0718279602707073,-0.1466666601037466
2022-01-10,soft_exit_rule,TSLA,0.3333333333333333,False,True,-0.0260934638760728,-0.1286432212109686
2022-01-10,soft_exit_rule,AVGO,0.3333333333333333,False,True,-0.0698210078192203,-0.0337111490107955
2022-01-10,turnover_penalty_overlay,CCJ,0.3333333333333333,True,False,-0.0718279602707073,-0.1466666601037466
2022-01-10,turnover_penalty_overlay,TSLA,0.3333333333333333,False,True,-0.0260934638760728,-0.1286432212109686
2022-01-10,turnover_penalty_overlay,AVGO,0.3333333333333333,False,True,-0.0698210078192203,-0.0337111490107955
2022-01-18,raw_target_research,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343
2022-01-18,raw_target_research,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007
2022-01-18,winner_retention_rule,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343
2022-01-18,winner_retention_rule,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007
2022-01-18,soft_exit_rule,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343
2022-01-18,soft_exit_rule,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007
2022-01-18,turnover_penalty_overlay,TSLA,0.5,False,True,-0.1087907808844006,-0.1048801266036343
2022-01-18,turnover_penalty_overlay,VIST,0.5,True,False,-0.0602605689909993,0.1221498397897007
2022-01-25,raw_target_research,VIST,0.5,False,True,0.123050266983357,0.3691508009500712
2022-01-25,raw_target_research,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965
2022-01-25,winner_retention_rule,VIST,0.5,False,True,0.123050266983357,0.3691508009500712
2022-01-25,winner_retention_rule,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965
2022-01-25,soft_exit_rule,VIST,0.5,False,True,0.123050266983357,0.3691508009500712
2022-01-25,soft_exit_rule,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965
2022-01-25,turnover_penalty_overlay,VIST,0.5,False,True,0.123050266983357,0.3691508009500712
2022-01-25,turnover_penalty_overlay,YPF,0.5,True,False,0.1119592395236117,0.1297709877353965
2022-02-01,raw_target_research,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572
2022-02-01,raw_target_research,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676
2022-02-01,winner_retention_rule,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572
2022-02-01,winner_retention_rule,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676
2022-02-01,soft_exit_rule,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572
2022-02-01,soft_exit_rule,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676
2022-02-01,turnover_penalty_overlay,VIST,0.5,False,True,0.0216049176039374,0.3503086380007572
2022-02-01,turnover_penalty_overlay,YPF,0.5,False,True,-0.0732264767057949,0.0709382038667676
2022-02-08,raw_target_research,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761
2022-02-08,raw_target_research,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943
2022-02-08,winner_retention_rule,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761
2022-02-08,winner_retention_rule,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943
2022-02-08,soft_exit_rule,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761
2022-02-08,soft_exit_rule,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943
2022-02-08,turnover_penalty_overlay,VIST,0.5,False,True,0.0407854963132996,0.2341390056691761
2022-02-08,turnover_penalty_overlay,YPF,0.5,False,True,0.0222221411141223,0.1481481176235943
2022-02-15,raw_target_research,NVDA,0.5,True,False,-0.1550481818781944,-0.0754482161161631
