date,model_version,data_mode,rebalance_due,signal_date,economic_application_date,holdings,weights,exposure,cash,gross_daily_return,turnover,commissions,spread_cost,slippage,market_impact,net_daily_return,gross_equity,net_equity,drawdown,spy_daily_return,qqq_daily_return
2009-06-03,growth_champion_final_reconstructed_stress,reconstructed,True,2009-06-03,2009-06-04,"YPF,AMD,CCJ,MELI",,0.6,0.4,0.0150781115714093,0.15,0.0,0.0,0.0,0.0,0.0150781115714093,1.0548418507923527,1.0548418507923527,-0.03104032847925442,,
2009-06-10,growth_champion_final_reconstructed_stress,reconstructed,True,2009-06-10,2009-06-11,"YPF,AMD,CCJ,MELI",,0.6,0.4,-0.0653655711311343,0.0,0.0,0.0,0.0,0.0,-0.0653655711311343,0.9858915107622879,0.9858915107622879,-0.09437693081124421,,
2009-06-17,growth_champion_final_reconstructed_stress,reconstructed,True,2009-06-17,2009-06-18,"SMCI,DXCM,AMD,CCJ",,0.6,0.4,-0.0104932927978886,0.3,0.0,0.0,0.0,0.0,-0.0104932927978886,0.9755462624729064,0.9755462624729064,-0.10387989884076432,,
2009-06-24,growth_champion_final_reconstructed_stress,reconstructed,True,2009-06-24,2009-06-25,"ISRG,ON,CCJ,DXCM",,0.6,0.4,-0.0073527059721916,0.3,0.0,0.0,0.0,0.0,-0.0073527059721916,0.9683733576426726,0.9683733576426726,-0.11046880646035884,,
2009-07-01,growth_champion_final_reconstructed_stress,reconstructed,True,2009-07-01,2009-07-02,"ISRG,ON,DXCM,CCJ",,0.6,0.4,-0.0431661515777054,0.0,0.0,0.0,0.0,0.0,-0.0431661515777054,0.9265724065028574,0.9265724065028574,-0.1488664447937882,,
2009-07-09,growth_champion_final_reconstructed_stress,reconstructed,True,2009-07-09,2009-07-10,"YPF,MSTR,DXCM,CCJ",,0.6,0.4,0.032520679792189,0.3,0.0,0.0,0.0,0.0,0.032520679792189,0.956705171039015,0.956705171039015,-0.12118700298453944,,
2009-07-16,growth_champion_final_reconstructed_stress,reconstructed,True,2009-07-16,2009-07-17,"ON,CCJ,DXCM,MSTR",,0.6,0.4,0.032846055462156,0.15,0.0,0.0,0.0,0.0,0.032846055462156,0.9881291621478938,0.9881291621478938,-0.09232146254370621,,
2009-07-23,growth_champion_final_reconstructed_stress,reconstructed,True,2009-07-23,2009-07-24,"ISRG,ON,MSTR,CCJ",,0.6,0.4,0.0041602366025208,0.15,0.0,0.0,0.0,0.0,0.0041602366025208,0.9922400132562798,0.9922400132562798,-0.08854530506885794,,
2009-07-30,growth_champion_final_reconstructed_stress,reconstructed,True,2009-07-30,2009-07-31,"DXCM,ISRG,CCJ,MSTR",,0.6,0.4,0.0192251823899743,0.15,0.0,0.0,0.0,0.0,0.0192251823899743,1.0113160084857622,1.0113160084857622,-0.07102242231860845,,
2009-08-06,growth_champion_final_reconstructed_stress,reconstructed,True,2009-08-06,2009-08-07,"DXCM,ISRG,CCJ,MSTR",,0.6,0.4,-0.0048294248954703,0.0,0.0,0.0,0.0,0.0,-0.0048294248954703,1.0064319337771934,1.0064319337771934,-0.0755088497595966,,
2009-08-13,growth_champion_final_reconstructed_stress,reconstructed,True,2009-08-13,2009-08-14,"ISRG,CSX,CCJ,DXCM",,0.6,0.4,0.0408574155252868,0.15,0.0,0.0,0.0,0.0,0.0408574155252868,1.047552141493446,1.047552141493446,-0.03773653068477412,,
2009-08-20,growth_champion_final_reconstructed_stress,reconstructed,True,2009-08-20,2009-08-21,"SIRI,DXCM,CCJ,ISRG",,0.6,0.4,-0.0193170624258641,0.15,0.0,0.0,0.0,0.0,-0.0193170624258641,1.0273165113818696,1.0273165113818696,-0.05632463419166489,,
2009-08-27,growth_champion_final_reconstructed_stress,reconstructed,True,2009-08-27,2009-08-28,"SIRI,DXCM,CCJ,ISRG",,0.6,0.4,-0.0096602542754356,0.0,0.0,0.0,0.0,0.0,-0.0096602542754356,1.0173923726605674,1.0173923726605674,-0.06544077817883809,,
2009-09-03,growth_champion_final_reconstructed_stress,reconstructed,True,2009-09-03,2009-09-04,"SIRI,DXCM,ISRG",,0.6,0.4,0.0161312836008107,0.1499999999999999,0.0,0.0,0.0,0.0,0.0161312836008107,1.0338042175572566,1.0338042175572566,-0.05036513832988798,,
2009-09-11,growth_champion_final_reconstructed_stress,reconstructed,True,2009-09-11,2009-09-14,"SIRI,AMD,DXCM,ISRG",,0.6,0.4,0.0034015333850357,0.1499999999999999,0.0,0.0,0.0,0.0,0.0034015333850357,1.0373207371168682,1.0373207371168682,-0.04713492364432337,,
2009-09-18,growth_champion_final_reconstructed_stress,reconstructed,True,2009-09-18,2009-09-21,"AMD,MELI,DXCM,ISRG",,0.6,0.4,0.0171654707467512,0.15,0.0,0.0,0.0,0.0,0.0171654707467512,1.0551268358848462,1.0551268358848462,-0.0307785460505392,,
2009-09-25,growth_champion_final_reconstructed_stress,reconstructed,True,2009-09-25,2009-09-28,"AMD,ISRG,DXCM,MELI",,0.6,0.4,-0.0056695149469962,0.0,0.0,0.0,0.0,0.0,-0.0056695149469962,1.0491447785178203,1.0491447785178203,-0.03627356157065509,,
2009-10-02,growth_champion_final_reconstructed_stress,reconstructed,True,2009-10-02,2009-10-05,"ISRG,MELI,AMD,DXCM",,0.6,0.4,0.0132368370011745,0.0,0.0,0.0,0.0,0.0,0.0132368370011745,1.063032136941694,1.063032136941694,-0.02351687179144346,,
2009-10-09,growth_champion_final_reconstructed_stress,reconstructed,True,2009-10-09,2009-10-12,"ISRG,MU,AMD,MELI",,0.6,0.4,-0.0123983795583268,0.15,0.0,0.0,0.0,0.0,-0.0123983795583268,1.0498522610251917,1.0498522610251917,-0.03562368024727536,,
2009-10-16,growth_champion_final_reconstructed_stress,reconstructed,True,2009-10-16,2009-10-19,"AMD,VALE,ISRG,MELI",,0.6,0.4,-0.0209216092559243,0.15,0.0,0.0,0.0,0.0,-0.0209216092559243,1.027887662243574,1.027887662243574,-0.05579998478480819,,
2009-10-23,growth_champion_final_reconstructed_stress,reconstructed,True,2009-10-23,2009-10-26,"AMZN,VALE,AMD,MELI",,0.6,0.4,-0.0444350543368196,0.15,0.0,0.0,0.0,0.0,-0.0444350543368196,0.9822134181196343,0.9822134181196343,-0.09775556376572114,,
2009-10-30,growth_champion_final_reconstructed_stress,reconstructed,True,2009-10-30,2009-11-02,"AMZN,MSTR,VALE,MELI",,0.6,0.4,0.0583040400012195,0.15,0.0,0.0,0.0,0.0,0.0583040400012195,1.039480428539416,1.039480428539416,-0.045151068064639976,,
2009-11-06,growth_champion_final_reconstructed_stress,reconstructed,True,2009-11-06,2009-11-09,"AMZN,MSTR,MELI,VALE",,0.6,0.4,0.0095994875252223,0.0,0.0,0.0,0.0,0.0,0.0095994875252223,1.0494589079458927,1.0494589079458927,-0.03598500765405477,,
2009-11-13,growth_champion_final_reconstructed_stress,reconstructed,True,2009-11-13,2009-11-16,"AMD,AMZN,VALE,MSTR",,0.6,0.4,0.0145936332221394,0.15,0.0,0.0,0.0,0.0,0.0145936332221394,1.0647743263301621,1.0647743263301621,-0.021916526435114436,,
2009-11-20,growth_champion_final_reconstructed_stress,reconstructed,True,2009-11-20,2009-11-23,"AMD,AMZN,VALE,MSTR",,0.6,0.4,0.0112783961835382,0.0,0.0,0.0,0.0,0.0,0.0112783961835382,1.0767832730285736,1.0767832730285736,-0.010885313519678474,,
2009-11-30,growth_champion_final_reconstructed_stress,reconstructed,True,2009-11-30,2009-12-01,"AMD,AMZN,VALE,MSTR",,0.6,0.4,0.0136895709810135,0.0,0.0,0.0,0.0,0.0,0.0136895709810135,1.0915239740758662,1.0915239740758662,0.0,,
2009-12-07,growth_champion_final_reconstructed_stress,reconstructed,True,2009-12-07,2009-12-08,"AMD,AMZN,VALE,MSTR",,0.6,0.4,0.0065694468895973,0.0,0.0,0.0,0.0,0.0,0.0065694468895973,1.09869468285228,1.09869468285228,0.0,,
2009-12-14,growth_champion_final_reconstructed_stress,reconstructed,True,2009-12-14,2009-12-15,"AMD,SMCI,AMZN,VALE",,0.6,0.4,0.0108662918143008,0.15,0.0,0.0,0.0,0.0,0.0108662918143008,1.1106334198909733,1.1106334198909733,0.0,,
2009-12-21,growth_champion_final_reconstructed_stress,reconstructed,True,2009-12-21,2009-12-22,"AMD,AMZN,VALE,SMCI",,0.6,0.4,0.0095202638998132,0.0,0.0,0.0,0.0,0.0,0.0095202638998132,1.1212069431442875,1.1212069431442875,0.0,,
2009-12-29,growth_champion_final_reconstructed_stress,reconstructed,True,2009-12-29,2009-12-30,"AMD,MU,AMZN,VALE",,0.6,0.4,0.0044074453394692,0.15,0.0,0.0,0.0,0.0,0.0044074453394692,1.1261486014604292,1.1261486014604292,0.0,,
2010-01-06,growth_champion_final_reconstructed_stress,reconstructed,True,2010-01-06,2010-01-07,"AMD,REGN,AMZN,VALE",,0.6,0.4,-0.0116416035029028,0.15,0.0,0.0,0.0,0.0,-0.0116416035029028,1.1130384259568784,1.1130384259568784,-0.011641603502902775,,
2010-01-13,growth_champion_final_reconstructed_stress,reconstructed,True,2010-01-13,2010-01-14,"AMD,SMCI,AMZN,REGN",,0.6,0.4,-0.0310509288299101,0.15,0.0,0.0,0.0,0.0,-0.0310509288299101,1.0784775490075362,1.0784775490075362,-0.04233104973097812,,
2010-01-21,growth_champion_final_reconstructed_stress,reconstructed,True,2010-01-21,2010-01-22,"REGN,AMD,AMZN,SMCI",,0.6,0.4,0.0125155440288851,0.0,0.0,0.0,0.0,0.0,0.0125155440288851,1.0919752822563042,1.0919752822563042,-0.030345301818789916,,
2010-01-28,growth_champion_final_reconstructed_stress,reconstructed,True,2010-01-28,2010-01-29,"REGN,SMCI,AMD",,0.6,0.4,-0.0105714742297558,0.1499999999999999,0.0,0.0,0.0,0.0,-0.0105714742297558,1.0804314937004014,1.0804314937004014,-0.04059598147237431,,
2010-02-04,growth_champion_final_reconstructed_stress,reconstructed,True,2010-02-04,2010-02-05,"REGN,SIRI,AMD,SMCI",,0.6,0.4,0.0516643090383989,0.1499999999999999,0.0,0.0,0.0,0.0,0.0516643090383989,1.1362512402857576,1.1362512402857576,0.0,,
2010-02-11,growth_champion_final_reconstructed_stress,reconstructed,True,2010-02-11,2010-02-12,"REGN,SIRI,AMD,SMCI",,0.6,0.4,0.0271354037568698,0.0,0.0,0.0,0.0,0.0,0.0271354037568698,1.1670838764601559,1.1670838764601559,0.0,,
2010-02-19,growth_champion_final_reconstructed_stress,reconstructed,True,2010-02-19,2010-02-22,"SIRI,SMCI,AMD,REGN",,0.6,0.4,-0.0098131853572311,0.0,0.0,0.0,0.0,0.0,-0.0098131853572311,1.1556310660530167,1.1556310660530167,-0.009813185357230969,,
2010-02-26,growth_champion_final_reconstructed_stress,reconstructed,True,2010-02-26,2010-03-01,"SIRI,SMCI,AMD,REGN",,0.6,0.4,0.0140852788761265,0.0,0.0,0.0,0.0,0.0,0.0140852788761265,1.1719084518962888,1.1719084518962888,0.0,,
2010-03-05,growth_champion_final_reconstructed_stress,reconstructed,True,2010-03-05,2010-03-08,"SMCI,SIRI,AMD,REGN",,0.6,0.4,0.0013801678497606,0.0,0.0,0.0,0.0,0.0,0.0013801678497606,1.173525882264459,1.173525882264459,0.0,,
2010-03-12,growth_champion_final_reconstructed_stress,reconstructed,True,2010-03-12,2010-03-15,"CCEP,SMCI,AMD,REGN",,0.6,0.4,0.0211668041406389,0.15,0.0,0.0,0.0,0.0,0.0211668041406389,1.1983656747683213,1.1983656747683213,0.0,,
2010-03-19,growth_champion_final_reconstructed_stress,reconstructed,True,2010-03-19,2010-03-22,"SMCI,CCEP,AMD,REGN",,0.6,0.4,0.0108583996773983,0.0,0.0,0.0,0.0,0.0,0.0108583996773983,1.2113780082246308,1.2113780082246308,0.0,,
2010-03-26,growth_champion_final_reconstructed_stress,reconstructed,True,2010-03-26,2010-03-29,"SMCI,SONY,AMD,REGN",,0.6,0.4,0.0020171896889912,0.15,0.0,0.0,0.0,0.0,0.0020171896889912,1.2138215874522922,1.2138215874522922,0.0,,
2010-04-05,growth_champion_final_reconstructed_stress,reconstructed,True,2010-04-05,2010-04-06,"NFLX,SMCI,AMD,REGN",,0.6,0.4,0.0044218062319542,0.15,0.0,0.0,0.0,0.0,0.0044218062319542,1.2191888713121692,1.2191888713121692,0.0,,
2010-04-12,growth_champion_final_reconstructed_stress,reconstructed,True,2010-04-12,2010-04-13,"NFLX,SIRI,AMD,REGN",,0.6,0.4,0.0296379526814319,0.15,0.0,0.0,0.0,0.0,0.0296379526814319,1.2553231333898476,1.2553231333898476,0.0,,
2010-04-19,growth_champion_final_reconstructed_stress,reconstructed,True,2010-04-19,2010-04-20,"NFLX,SIRI,AMD,REGN",,0.6,0.4,0.0212847204876635,0.0,0.0,0.0,0.0,0.0,0.0212847204876635,1.2820423354057482,1.2820423354057482,0.0,,
2010-04-26,growth_champion_final_reconstructed_stress,reconstructed,True,2010-04-26,2010-04-27,"NFLX,SIRI,AMD",,0.6,0.4,-0.0188817343576647,0.1499999999999999,0.0,0.0,0.0,0.0,-0.0188817343576647,1.2578351525933367,1.2578351525933367,-0.018881734357664826,,
2010-05-03,growth_champion_final_reconstructed_stress,reconstructed,True,2010-05-03,2010-05-04,"NFLX,SIRI,AMD",,0.6,0.4,-0.0121218686054548,0.0,0.0,0.0,0.0,0.0,-0.0121218686054548,1.242587840146278,1.242587840146278,-0.030774721060192967,,
2010-05-10,growth_champion_final_reconstructed_stress,reconstructed,True,2010-05-10,2010-05-11,"NFLX,CCEP,AMD,SIRI",,0.6,0.4,-0.0087263538200542,0.1499999999999999,0.0,0.0,0.0,0.0,-0.0087263538200542,1.2317445790006647,1.2317445790006647,-0.0392325237755623,,
2010-05-17,growth_champion_final_reconstructed_stress,reconstructed,True,2010-05-17,2010-05-18,"NFLX,TMUS,AMD,SIRI",,0.6,0.4,-0.0196543479838371,0.15,0.0,0.0,0.0,0.0,-0.0196543479838371,1.2075354424177807,1.2075354424177807,-0.05811578208483037,,
2010-05-24,growth_champion_final_reconstructed_stress,reconstructed,True,2010-05-24,2010-05-25,"NFLX,TMUS",,0.4,0.6,0.015037893866662,0.3,0.0,0.0,0.0,0.0,0.015037893866662,1.225694232241092,1.225694232241092,-0.043951827181138214,,
2010-06-01,growth_champion_final_reconstructed_stress,reconstructed,True,2010-06-01,2010-06-02,"NFLX,TMUS",,0.4,0.6,0.0009618702298615,0.0,0.0,0.0,0.0,0.0,0.0009618702298615,1.2268731910339976,1.2268731910339976,-0.043032232905390266,,
2010-06-08,growth_champion_final_reconstructed_stress,reconstructed,True,2010-06-08,2010-06-09,"NFLX,TMUS",,0.25,0.75,0.0219180156703182,0.0,0.0,0.0,0.0,0.0,0.0219180156703182,1.253763816860574,1.253763816860574,-0.02205739839022114,,
2010-06-15,growth_champion_final_reconstructed_stress,reconstructed,True,2010-06-15,2010-06-16,"NFLX,MELI,TMUS",,0.4,0.6,-0.0169389718560266,0.2,0.0,0.0,0.0,0.0,-0.0169389718560266,1.2325263468526684,1.2325263468526684,-0.03862274059569859,,
2010-06-22,growth_champion_final_reconstructed_stress,reconstructed,True,2010-06-22,2010-06-23,"NFLX,MELI,TMUS",,0.6,0.4,-0.0485314292232077,0.0,0.0,0.0,0.0,0.0,-0.0485314292232077,1.1727100816846494,1.1727100816846494,-0.08527975301727975,,
2010-06-29,growth_champion_final_reconstructed_stress,reconstructed,True,2010-06-29,2010-06-30,"NFLX,DXCM,TMUS,MELI",,0.4,0.6,0.024882304613224,0.1499999999999999,0.0,0.0,0.0,0.0,0.024882304613224,1.2018898111601257,1.2018898111601257,-0.06251940519597221,,
2010-07-07,growth_champion_final_reconstructed_stress,reconstructed,True,2010-07-07,2010-07-08,"NFLX,DXCM,MELI,TMUS",,0.25,0.75,0.0096577486279869,0.0,0.0,0.0,0.0,0.0,0.0096577486279869,1.213497360834849,1.213497360834849,-0.053465453267739216,,
2010-07-14,growth_champion_final_reconstructed_stress,reconstructed,True,2010-07-14,2010-07-15,"NFLX,TMUS,DXCM,MELI",,0.4,0.6,-0.0228680114095328,0.0,0.0,0.0,0.0,0.0,-0.0228680114095328,1.1857470893418398,1.1857470893418398,-0.07511081608192938,,
2010-07-21,growth_champion_final_reconstructed_stress,reconstructed,True,2010-07-21,2010-07-22,"TMUS,ILMN,MELI,NFLX",,0.4,0.6,-0.0033119450483583,0.15,0.0,0.0,0.0,0.0,-0.0033119450483583,1.181819960140689,1.181819960140689,-0.07817399823488691,,
2010-07-28,growth_champion_final_reconstructed_stress,reconstructed,True,2010-07-28,2010-07-29,"MELI,AZN,TMUS,ILMN",,0.6,0.4,0.0327397776532722,0.15,0.0,0.0,0.0,0.0,0.0327397776532722,1.2205124828618943,1.2205124828618943,-0.047993619902092055,,
2010-08-04,growth_champion_final_reconstructed_stress,reconstructed,True,2010-08-04,2010-08-05,"BKNG,MELI,AZN,TMUS",,0.6,0.4,-0.0029538848761026,0.15,0.0,0.0,0.0,0.0,-0.0029538848761026,1.2169072294976742,1.2169072294976742,-0.05080573715021641,,
2010-08-11,growth_champion_final_reconstructed_stress,reconstructed,True,2010-08-11,2010-08-12,"BKNG,MELI,AZN",,0.6,0.4,0.0016630161772406,0.1499999999999999,0.0,0.0,0.0,0.0,0.0016630161772406,1.21893096590653,1.21893096590653,-0.049227211735753174,,
2010-08-18,growth_champion_final_reconstructed_stress,reconstructed,True,2010-08-18,2010-08-19,"BKNG,MELI,AZN",,0.25,0.75,-0.009604199398983,0.0,0.0,0.0,0.0,0.0,-0.009604199398983,1.2072241098563685,1.2072241098563685,-0.05835862317737017,,
2010-08-25,growth_champion_final_reconstructed_stress,reconstructed,True,2010-08-25,2010-08-26,"BKNG,NFLX,AZN,MELI",,0.25,0.75,0.0179783114979192,0.1499999999999999,0.0,0.0,0.0,0.0,0.0179783114979192,1.2289279609511647,1.2289279609511647,-0.04142950118552324,,
2010-09-01,growth_champion_final_reconstructed_stress,reconstructed,True,2010-09-01,2010-09-02,"BKNG,DXCM,AZN,NFLX",,0.25,0.75,0.0074692609782586,0.15,0.0,0.0,0.0,0.0,0.0074692609782586,1.238107144614988,1.238107144614988,-0.03426968796381846,,
2010-09-09,growth_champion_final_reconstructed_stress,reconstructed,True,2010-09-09,2010-09-10,"BKNG,DXCM,AZN,NFLX",,0.4,0.6,0.0024154798135667,0.0,0.0,0.0,0.0,0.0,0.0024154798135667,1.2410977674298382,1.2410977674298382,-0.031936985889745695,,
2010-09-16,growth_champion_final_reconstructed_stress,reconstructed,True,2010-09-16,2010-09-17,"BKNG,MELI,AZN,DXCM",,0.6,0.4,0.0127953253482859,0.15,0.0,0.0,0.0,0.0,0.0127953253482859,1.2569780171531344,1.2569780171531344,-0.0195503046665626,,
2010-09-23,growth_champion_final_reconstructed_stress,reconstructed,True,2010-09-23,2010-09-24,"BKNG,NFLX,AZN,DXCM",,0.6,0.4,-0.0231664204506647,0.15,0.0,0.0,0.0,0.0,-0.0231664204506647,1.227858335910522,1.227858335910522,-0.042263814539383215,,
2010-09-30,growth_champion_final_reconstructed_stress,reconstructed,True,2010-09-30,2010-10-01,"BKNG,AMZN,AZN,DXCM",,0.6,0.4,0.0112520525535877,0.15,0.0,0.0,0.0,0.0,0.0112520525535877,1.241674262434548,1.241674262434548,-0.031487316648107555,,
2010-10-07,growth_champion_final_reconstructed_stress,reconstructed,True,2010-10-07,2010-10-08,"BKNG,SIRI,AZN,AMZN",,0.6,0.4,0.0279868341871782,0.15,0.0,0.0,0.0,0.0,0.0279868341871782,1.2764247941317906,1.2764247941317906,-0.004381712770959112,,
2010-10-14,growth_champion_final_reconstructed_stress,reconstructed,True,2010-10-14,2010-10-15,"SIRI,BKNG,AZN,AMZN",,0.6,0.4,-0.0027706816134786,0.0,0.0,0.0,0.0,0.0,-0.0027706816134786,1.2728882274237014,1.2728882274237014,-0.007140254053427664,,
2010-10-21,growth_champion_final_reconstructed_stress,reconstructed,True,2010-10-21,2010-10-22,"NFLX,BKNG,AZN,AMZN",,0.6,0.4,0.0021370837614973,0.15,0.0,0.0,0.0,0.0,0.0021370837614973,1.2756084961847298,1.2756084961847298,-0.005018429612920761,,
2010-10-28,growth_champion_final_reconstructed_stress,reconstructed,True,2010-10-28,2010-10-29,"NFLX,SIRI,AMZN,BKNG",,0.6,0.4,0.0081030040367112,0.15,0.0,0.0,0.0,0.0,0.0081030040367112,1.2859447569785778,1.2859447569785778,0.0,,
2010-11-04,growth_champion_final_reconstructed_stress,reconstructed,True,2010-11-04,2010-11-05,"SIRI,MRVL,AMZN,NFLX",,0.6,0.4,-0.0178779640295961,0.15,0.0,0.0,0.0,0.0,-0.0178779640295961,1.262954682869267,1.262954682869267,-0.017877964029596183,,
2010-11-11,growth_champion_final_reconstructed_stress,reconstructed,True,2010-11-11,2010-11-12,"CCJ,BKNG,AMZN,MRVL",,0.6,0.4,-0.0030790131006881,0.3,0.0,0.0,0.0,0.0,-0.0030790131006881,1.2590660288551372,1.2590660288551372,-0.020901930644823485,,
2010-11-18,growth_champion_final_reconstructed_stress,reconstructed,True,2010-11-18,2010-11-19,"CCJ,BKNG,AMZN,MRVL",,0.6,0.4,0.0127512891393403,0.0,0.0,0.0,0.0,0.0,0.0127512891393403,1.27512074383459,1.27512074383459,-0.008417168066705782,,
2010-11-26,growth_champion_final_reconstructed_stress,reconstructed,True,2010-11-26,2010-11-29,"CCJ,NVDA,AMZN,BKNG",,0.6,0.4,0.0153806569657988,0.15,0.0,0.0,0.0,0.0,0.0153806569657988,1.294732938585484,1.294732938585484,0.0,,
2010-12-03,growth_champion_final_reconstructed_stress,reconstructed,True,2010-12-03,2010-12-06,"ON,NVDA,AMZN,CCJ",,0.6,0.4,0.0022834625002717,0.15,0.0,0.0,0.0,0.0,0.0022834625002717,1.2976894126986105,1.2976894126986105,0.0,,
