date,ticker,model_mode,selected_x,weight_x,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,realized_return_30d,winner_forward_return_20d,selected_y,weight_y,expected_daily_return,signal_strength,target_confidence,quality_score,selected_by_raw,raw_equal_weight_proxy,raw_weight_proxy,miss_reason
2022-01-03,VIST,baseline,False,0.0,0.07649250694016,0.0541044691472576,0.1455223346160192,0.2089551973247301,0.2854477042648902,0.2089551973247301,False,0.0,-2.587432488483803e-06,0.1749113230162574,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-03,YPF,baseline,False,0.0,0.0297029422505346,-0.0321781874380789,0.0321782464525792,0.0816831502034702,0.0247524518754453,0.0816831502034702,False,0.0,-0.0001236064206204,0.2497831036809775,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-03,PEP,baseline,True,0.1284297878047557,0.0014452538222615,0.0068794223077714,0.0056654584953959,-0.0036998462565376,-0.0405826638169714,-0.0036998462565376,True,0.1284297878047557,0.0002482793524365,0.3100841070952208,0.5,0.5,False,,0.0,not_in_raw_selection
2022-01-03,AAPL,baseline,False,0.0,-0.0126915973205361,-0.0539530375353144,-0.0670841812185184,-0.0406570744454719,-0.0506565655676498,-0.0406570744454719,False,0.0,-0.0002089590044427,0.3670149464662823,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-03,QCOM,baseline,False,0.0,0.0054776272858376,-0.0350680081770258,-0.039471595717247,-0.0487621583355997,-0.070941443733289,-0.0487621583355997,False,0.0,-0.0002434520676648,0.0956598092038662,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-10,VIST,baseline,False,0.0,0.0566371131721916,0.0867256217428962,0.0212389174395719,0.1716813758971396,0.3982300817737734,0.1716813758971396,False,0.0,-2.8153651537581537e-06,0.2137953962428816,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-10,YPF,baseline,False,0.0,0.0460358216894924,0.0664961597841038,0.0051150845236527,0.035805652642187,0.1355498618300339,0.035805652642187,False,0.0,-0.0001155928272046,0.1127806547342874,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-10,AAPL,baseline,False,0.0,0.0167837815707787,-0.0138800125196683,-0.0720715691164027,0.0153318970452236,-0.0703873334417993,0.0153318970452236,False,0.0,-0.0002016919303028,0.1128990319623176,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-10,GOOGL,baseline,False,0.0,0.0076909330749954,-0.0192651854499262,-0.0846220511707727,0.0052607637190955,-0.079913013471622,0.0052607637190955,False,0.0,0.0001097430385996,0.1128842589760692,0.5,0.5,False,,0.0,not_in_raw_selection
2022-01-10,COST,baseline,False,0.0,0.0062259860830899,-0.0592328087737216,-0.0799537036328977,0.0045297545805484,-0.0453738985759913,0.0045297545805484,False,0.0,0.0001847999406235,0.1128461276140502,0.5,0.5,False,,0.0,not_in_raw_selection
2022-01-18,VIST,baseline,True,0.254738349319183,0.0065146519092551,-0.0602605689909993,0.0553746188894461,0.1221498397897007,0.4250814642131764,0.1221498397897007,True,0.254738349319183,0.0024645235110761,1.0,0.5,0.5,True,0.5,0.5,selected
2022-01-18,COST,baseline,False,0.0,0.0042821650716642,-0.0220255287943946,0.0416743418621481,0.0529636634048804,0.0818120189246873,0.0529636634048804,False,0.0,0.0001593901311555,0.0001273299366255,0.5,0.5,False,,0.0,not_in_raw_selection
2022-01-18,AVGO,baseline,False,0.0,-0.023918724545962,-0.0755464427298916,0.025839838831861,0.0432337203423278,0.0138285500901929,0.0432337203423278,False,0.0,-0.0001202315682208,0.0001053762606986,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-18,NVDA,baseline,False,0.0,-0.0322742711826665,-0.1381693429289594,-0.0488360188244553,0.022854532837647,-0.0649731912329264,0.022854532837647,False,0.0,-1.644889515537395e-05,2.068378212383485e-05,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-18,CCJ,baseline,False,0.0,0.0111213981448869,-0.07275253477177,-0.0620945392643803,0.0180722609373142,0.1617238083158809,0.0180722609373142,False,0.0,-0.0001746211949046,0.1276231094436654,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-25,VIST,baseline,False,0.0,0.017331006059468,0.123050266983357,0.1473136754666124,0.3691508009500712,0.4159445586310129,0.3691508009500712,False,0.0,0.0001006137720686,1.0,0.5,0.5,True,0.5,0.5,selected
2022-01-25,YPF,baseline,False,0.0,0.005089053584423,0.1119592395236117,0.0305343821728425,0.1297709877353965,0.1832061110381431,0.1297709877353965,False,0.0,-6.516112244423625e-05,0.1845163613430924,0.5,0.5,True,0.5,0.5,selected
2022-01-25,AVGO,baseline,False,0.0,0.0430224336816604,0.1096715792420597,0.1237128414473196,0.058130816959669,0.1177219086198129,0.058130816959669,False,0.0,-0.0001289455607553,0.0125736106676623,0.5,0.5,False,,0.0,low_or_negative_expected_return
2022-01-25,COST,baseline,False,0.0,0.01288442512804,0.0651344922920291,0.0918252250425202,0.0375848532768929,0.1054429236519667,0.0375848532768929,False,0.0,9.80872111685026e-05,0.0127171591849503,0.5,0.5,False,,0.0,not_in_raw_selection
