date,ticker,model_name,forecast_variance,forecast_volatility,realized_return_next,realized_variance_next,estimation_method,converged,stationary,persistence,AIC,BIC
2025-03-17,RBLX,mle_egarch_student_t,0.0010812277937603742,0.03288202843135402,0.008140203730896856,6.626291678050708e-05,maximum_likelihood_scipy,True,True,0.9947501881433437,-2899.3097372998877,-2876.1695304189902
2025-04-15,RBLX,grid_garch,0.0017520463118393787,0.04185745228557728,0.03461608198884414,0.0011982731322583795,existing_grid_or_realized_benchmark,,,,,
2025-04-15,RBLX,grid_egarch,0.0017312162216432429,0.04160788653180119,0.03461608198884414,0.0011982731322583795,existing_grid_or_realized_benchmark,,,,,
2025-04-15,RBLX,realized_vol_60d,0.0012319673702161774,0.035099392732869,0.03461608198884414,0.0011982731322583795,existing_grid_or_realized_benchmark,,,,,
2025-04-15,RBLX,mle_garch_normal,0.0011850049904484805,0.0344239014414183,0.03461608198884414,0.0011982731322583795,maximum_likelihood_scipy,True,True,0.9945696242394316,-2709.041342328033,-2695.1572181994943
2025-04-15,RBLX,mle_garch_student_t,0.0017096254186157807,0.0413476168432448,0.03461608198884414,0.0011982731322583795,maximum_likelihood_scipy,True,True,0.9349449464637154,-2869.1351950824346,-2850.6230295777164
2025-04-15,RBLX,mle_egarch_normal,0.0014878442552084684,0.03857258424332583,0.03461608198884414,0.0011982731322583795,maximum_likelihood_scipy,True,True,0.9882565846003237,-2741.146103289886,-2722.6339377851677
2025-04-15,RBLX,mle_egarch_student_t,0.0015126332348265172,0.03889258585934493,0.03461608198884414,0.0011982731322583795,maximum_likelihood_scipy,True,True,0.9926628989775453,-2923.6428762871265,-2900.502669406229
2025-05-15,RBLX,grid_garch,0.001385582299719189,0.03722341064060612,0.01661421957868847,0.0002760322922088753,existing_grid_or_realized_benchmark,,,,,
2025-05-15,RBLX,grid_egarch,0.001321598290826374,0.036353793348512804,0.01661421957868847,0.0002760322922088753,existing_grid_or_realized_benchmark,,,,,
2025-05-15,RBLX,realized_vol_60d,0.0011851346108786942,0.034425784099693275,0.01661421957868847,0.0002760322922088753,existing_grid_or_realized_benchmark,,,,,
2025-05-15,RBLX,mle_garch_normal,0.0010686167518192146,0.03268970406441782,0.01661421957868847,0.0002760322922088753,maximum_likelihood_scipy,True,True,0.9952897465953375,-2740.8357714276817,-2726.951647299143
2025-05-15,RBLX,mle_garch_student_t,0.0009591572956009806,0.0309702647002085,0.01661421957868847,0.0002760322922088753,maximum_likelihood_scipy,True,True,0.9960025671738986,-2946.2608872215474,-2927.748721716829
2025-05-15,RBLX,mle_egarch_normal,0.0011808725774893351,0.0343638265839143,0.01661421957868847,0.0002760322922088753,maximum_likelihood_scipy,True,True,0.9687372999612767,-2753.102305210935,-2734.5901397062166
2025-05-15,RBLX,mle_egarch_student_t,0.0012961040409175135,0.036001444983743545,0.01661421957868847,0.0002760322922088753,maximum_likelihood_scipy,True,True,0.9622995228670436,-2931.240523430417,-2908.1003165495194
2025-06-16,RBLX,grid_garch,0.001036809537558357,0.03219952697724544,0.033652406443144045,0.0011324844594145628,existing_grid_or_realized_benchmark,,,,,
2025-06-16,RBLX,grid_egarch,0.0007807431934000641,0.02794178221588709,0.033652406443144045,0.0011324844594145628,existing_grid_or_realized_benchmark,,,,,
2025-06-16,RBLX,realized_vol_60d,0.0008947199010607227,0.029911868899497446,0.033652406443144045,0.0011324844594145628,existing_grid_or_realized_benchmark,,,,,
2025-06-16,RBLX,mle_garch_normal,0.0009417000923660271,0.03068713235814039,0.033652406443144045,0.0011324844594145628,maximum_likelihood_scipy,True,True,0.9942099353689491,-2804.481197916428,-2790.5970737878893
2025-06-16,RBLX,mle_garch_student_t,0.0007433715763931416,0.02726484139680885,0.033652406443144045,0.0011324844594145628,maximum_likelihood_scipy,True,True,0.996750946670923,-3010.6883499505648,-2992.1761844458465
2025-06-16,RBLX,mle_egarch_normal,0.0006864568257835847,0.0262003211007725,0.033652406443144045,0.0011324844594145628,maximum_likelihood_scipy,True,True,0.9911941671475611,-2829.499880791766,-2810.9877152870476
2025-06-16,RBLX,mle_egarch_student_t,0.0007317427474727122,0.027050743935661217,0.033652406443144045,0.0011324844594145628,maximum_likelihood_scipy,True,True,0.9957457689332062,-3024.2011962936904,-3001.060989412793
2025-07-17,RBLX,grid_garch,0.0010693659158523862,0.03270116077224761,0.026466153711342866,0.0007004572922724278,existing_grid_or_realized_benchmark,,,,,
2025-07-17,RBLX,grid_egarch,0.0008169656528918012,0.028582611022994402,0.026466153711342866,0.0007004572922724278,existing_grid_or_realized_benchmark,,,,,
2025-07-17,RBLX,realized_vol_60d,0.0004911661617649322,0.02216226887674031,0.026466153711342866,0.0007004572922724278,existing_grid_or_realized_benchmark,,,,,
2025-07-17,RBLX,mle_garch_normal,0.0009567293889912034,0.03093104248148134,0.026466153711342866,0.0007004572922724278,maximum_likelihood_scipy,True,True,0.9958144096365361,-2865.5115288269644,-2851.627404698426
2025-07-17,RBLX,mle_garch_student_t,0.000932093430827974,0.030530205220862406,0.026466153711342866,0.0007004572922724278,maximum_likelihood_scipy,True,True,0.9971273416708253,-3072.0116801983504,-3053.499514693632
2025-07-17,RBLX,mle_egarch_normal,0.0006644598237788466,0.02577711822098907,0.026466153711342866,0.0007004572922724278,maximum_likelihood_scipy,True,True,0.9902792548392598,-2892.199862398065,-2873.6876968933466
2025-07-17,RBLX,mle_egarch_student_t,0.0011016376913216205,0.03319092784665142,0.026466153711342866,0.0007004572922724278,maximum_likelihood_scipy,True,True,0.9727440479974396,-3084.125255248192,-3060.9850483672944
2025-08-15,RBLX,grid_garch,0.0013734430423160279,0.03705999247593054,-0.06337805331076019,0.00401677764146156,existing_grid_or_realized_benchmark,,,,,
2025-08-15,RBLX,grid_egarch,0.0013320489527960488,0.0364972458248023,-0.06337805331076019,0.00401677764146156,existing_grid_or_realized_benchmark,,,,,
2025-08-15,RBLX,realized_vol_60d,0.0008756999394419628,0.029592227686369994,-0.06337805331076019,0.00401677764146156,existing_grid_or_realized_benchmark,,,,,
2025-08-15,RBLX,mle_garch_normal,0.0009930142024094082,0.031512127862291496,-0.06337805331076019,0.00401677764146156,maximum_likelihood_scipy,True,True,0.994136798286279,-2854.635631851528,-2840.7515077229896
2025-08-15,RBLX,mle_garch_student_t,0.0012749521073215965,0.03570647150477903,-0.06337805331076019,0.00401677764146156,maximum_likelihood_scipy,True,True,0.9744955418969405,-3062.510428535301,-3043.9982630305826
2025-08-15,RBLX,mle_egarch_normal,0.0010926519475901646,0.033055286227624235,-0.06337805331076019,0.00401677764146156,maximum_likelihood_scipy,True,True,0.9902041322423129,-2878.739323918454,-2860.2271584137357
2025-08-15,RBLX,mle_egarch_student_t,0.0011910785270261778,0.034512005549173434,-0.06337805331076019,0.00401677764146156,maximum_likelihood_scipy,True,True,0.9944772459237791,-3080.238805614669,-3057.0985987337717
2025-09-16,RBLX,grid_garch,0.0011070814373516382,0.033272833323172796,-0.01027325072575136,0.00010553968047415083,existing_grid_or_realized_benchmark,,,,,
2025-09-16,RBLX,grid_egarch,0.0010702115146639117,0.03271408740380682,-0.01027325072575136,0.00010553968047415083,existing_grid_or_realized_benchmark,,,,,
2025-09-16,RBLX,realized_vol_60d,0.0010492379439127901,0.032391942577017364,-0.01027325072575136,0.00010553968047415083,existing_grid_or_realized_benchmark,,,,,
2025-09-16,RBLX,mle_garch_normal,0.0009183583767342507,0.03030442833538113,-0.01027325072575136,0.00010553968047415083,maximum_likelihood_scipy,True,True,0.9941625817474514,-2859.853436981668,-2845.9693128531294
2025-09-16,RBLX,mle_garch_student_t,0.0008820247001637834,0.02969890065581188,-0.01027325072575136,0.00010553968047415083,maximum_likelihood_scipy,True,True,0.9941364449378038,-3071.4526259465692,-3052.940460441851
2025-09-16,RBLX,mle_egarch_normal,0.0010357444901440982,0.032182984481618514,-0.01027325072575136,0.00010553968047415083,maximum_likelihood_scipy,True,True,0.9909849189921273,-2881.7177895673094,-2863.205624062591
2025-09-16,RBLX,mle_egarch_student_t,0.0010339261816722112,0.0321547225407437,-0.01027325072575136,0.00010553968047415083,maximum_likelihood_scipy,True,True,0.989013407528801,-3082.645367377733,-3059.5051604968353
2025-10-15,RBLX,grid_garch,0.0011533602575132375,0.033961158070849665,0.03961583754243736,0.0015694145841887895,existing_grid_or_realized_benchmark,,,,,
2025-10-15,RBLX,grid_egarch,0.0010274671504116983,0.03205412844567293,0.03961583754243736,0.0015694145841887895,existing_grid_or_realized_benchmark,,,,,
2025-10-15,RBLX,realized_vol_60d,0.0010913745026230723,0.03303595772220131,0.03961583754243736,0.0015694145841887895,existing_grid_or_realized_benchmark,,,,,
2025-10-15,RBLX,mle_garch_normal,0.0008575133028925051,0.029283328070636116,0.03961583754243736,0.0015694145841887895,maximum_likelihood_scipy,True,True,0.9942415736049066,-2882.440359408142,-2868.5562352796032
2025-10-15,RBLX,mle_garch_student_t,0.0008558895950701145,0.029255590834404873,0.03961583754243736,0.0015694145841887895,maximum_likelihood_scipy,True,True,0.9942118206607545,-3104.6429863679577,-3086.1308208632395
2025-10-15,RBLX,mle_egarch_normal,0.0010161640033335227,0.03187732741830034,0.03961583754243736,0.0015694145841887895,maximum_likelihood_scipy,True,True,0.9926563528922944,-2899.1123042938552,-2880.600138789137
2025-10-15,RBLX,mle_egarch_student_t,0.0009899945365374131,0.03146417862486502,0.03961583754243736,0.0015694145841887895,maximum_likelihood_scipy,True,True,0.9825743410302982,-3115.715963182479,-3092.5757563015814
2025-11-13,RBLX,grid_garch,0.0012661608573089208,0.03558315412254682,-0.029423038169202664,0.0008657151751063569,existing_grid_or_realized_benchmark,,,,,
2025-11-13,RBLX,grid_egarch,0.0012120232750658854,0.03481412464885316,-0.029423038169202664,0.0008657151751063569,existing_grid_or_realized_benchmark,,,,,
2025-11-13,RBLX,realized_vol_60d,0.0010932528345935421,0.03306437409952806,-0.029423038169202664,0.0008657151751063569,existing_grid_or_realized_benchmark,,,,,
2025-11-13,RBLX,mle_garch_normal,0.0010025523852647453,0.03166310763751318,-0.029423038169202664,0.0008657151751063569,maximum_likelihood_scipy,True,True,0.9956486727620742,-2900.860620631582,-2886.9764965030436
2025-11-13,RBLX,mle_garch_student_t,0.001313567464398178,0.03624317127954144,-0.029423038169202664,0.0008657151751063569,maximum_likelihood_scipy,True,True,0.9122711739923035,-3115.3564400651157,-3096.8442745603975
2025-11-13,RBLX,mle_egarch_normal,0.001098461963231434,0.03314305301615158,-0.029423038169202664,0.0008657151751063569,maximum_likelihood_scipy,True,True,0.9908339257356975,-2908.628507373602,-2890.116341868884
2025-11-13,RBLX,mle_egarch_student_t,0.0010653885239356798,0.03264028988743329,-0.029423038169202664,0.0008657151751063569,maximum_likelihood_scipy,True,True,0.992401474496157,-3129.6281272116503,-3106.487920330753
2025-12-15,RBLX,grid_garch,0.0011854342596131712,0.03443013592208389,-0.01751217957685869,0.00030667643353214657,existing_grid_or_realized_benchmark,,,,,
2025-12-15,RBLX,grid_egarch,0.0011000166484184466,0.03316649888695589,-0.01751217957685869,0.00030667643353214657,existing_grid_or_realized_benchmark,,,,,
2025-12-15,RBLX,realized_vol_60d,0.0011204961466970984,0.03347381284970534,-0.01751217957685869,0.00030667643353214657,existing_grid_or_realized_benchmark,,,,,
2025-12-15,RBLX,mle_garch_normal,0.0009728125934272084,0.031189943786855537,-0.01751217957685869,0.00030667643353214657,maximum_likelihood_scipy,True,True,0.996857090796997,-2952.505167950151,-2938.6210438216126
2025-12-15,RBLX,mle_garch_student_t,0.0011668564877633126,0.034159281136512704,-0.01751217957685869,0.00030667643353214657,maximum_likelihood_scipy,True,True,0.09983197590640988,-3148.220420802102,-3129.708255297384
2025-12-15,RBLX,mle_egarch_normal,0.0010597533020965503,0.0325538523388024,-0.01751217957685869,0.00030667643353214657,maximum_likelihood_scipy,True,True,0.9936421438196972,-2957.0873745481776,-2938.5752090434594
2025-12-15,RBLX,mle_egarch_student_t,0.00100827443958439,0.03175333745583903,-0.01751217957685869,0.00030667643353214657,maximum_likelihood_scipy,True,True,0.949294040686704,-3165.0248239095736,-3141.884617028676
2026-01-15,RBLX,grid_garch,0.0013447725461923923,0.03667114050847604,0.02147941016413557,0.00046136506099917043,existing_grid_or_realized_benchmark,,,,,
2026-01-15,RBLX,grid_egarch,0.0011843606716739217,0.03441454157291539,0.02147941016413557,0.00046136506099917043,existing_grid_or_realized_benchmark,,,,,
2026-01-15,RBLX,realized_vol_60d,0.0011742303255776808,0.03426704430758044,0.02147941016413557,0.00046136506099917043,existing_grid_or_realized_benchmark,,,,,
2026-01-15,RBLX,mle_garch_normal,0.0010721535239979641,0.03274375549624636,0.02147941016413557,0.00046136506099917043,maximum_likelihood_scipy,True,True,0.9695581755520364,-2970.689268209978,-2956.8051440814393
2026-01-15,RBLX,mle_garch_student_t,0.001068405798669365,0.032686477305903815,0.02147941016413557,0.00046136506099917043,maximum_likelihood_scipy,True,True,0.1201080040738185,-3174.51575000037,-3156.003584495652
2026-01-15,RBLX,mle_egarch_normal,0.0011463136586883312,0.0338572541516339,0.02147941016413557,0.00046136506099917043,maximum_likelihood_scipy,True,True,0.9450471757160658,-2973.9843619689414,-2955.472196464223
2026-01-15,RBLX,mle_egarch_student_t,0.0014169038413384069,0.03764178318489185,0.02147941016413557,0.00046136506099917043,maximum_likelihood_scipy,True,True,0.898396142714231,-3186.6923430086777,-3163.55213612778
2026-02-17,RBLX,grid_garch,0.0015366183038102704,0.039199723261909264,-0.0026911219546129628,7.242137374599893e-06,existing_grid_or_realized_benchmark,,,,,
2026-02-17,RBLX,grid_egarch,0.0013770206110708806,0.037108228347239654,-0.0026911219546129628,7.242137374599893e-06,existing_grid_or_realized_benchmark,,,,,
2026-02-17,RBLX,realized_vol_60d,0.0017039380149862793,0.04127878407834077,-0.0026911219546129628,7.242137374599893e-06,existing_grid_or_realized_benchmark,,,,,
2026-02-17,RBLX,mle_garch_normal,0.0012272190855393648,0.03503168687830155,-0.0026911219546129628,7.242137374599893e-06,maximum_likelihood_scipy,True,True,0.6632526790732172,-2949.88218189197,-2935.9980577634315
2026-02-17,RBLX,mle_garch_student_t,0.0015534860154129465,0.039414286945382467,-0.0026911219546129628,7.242137374599893e-06,maximum_likelihood_scipy,True,True,0.8029369482338565,-3168.12548091955,-3149.6133154148315
2026-02-17,RBLX,mle_egarch_normal,0.0013990370970476877,0.03740370432253586,-0.0026911219546129628,7.242137374599893e-06,maximum_likelihood_scipy,True,True,0.9768359735680024,-2958.102613900312,-2939.5904483955937
2026-02-17,RBLX,mle_egarch_student_t,0.0018145599477826743,0.04259765190456716,-0.0026911219546129628,7.242137374599893e-06,maximum_likelihood_scipy,True,True,0.8859808876555924,-3173.6692877907917,-3150.529080909894
2026-03-18,RBLX,grid_garch,0.0011445046012573082,0.033830527652658746,0.008305927230178645,6.898842715302309e-05,existing_grid_or_realized_benchmark,,,,,
2026-03-18,RBLX,grid_egarch,0.0011413546409371508,0.03378394057739788,0.008305927230178645,6.898842715302309e-05,existing_grid_or_realized_benchmark,,,,,
2026-03-18,RBLX,realized_vol_60d,0.0018919898426804555,0.04349700958319382,0.008305927230178645,6.898842715302309e-05,existing_grid_or_realized_benchmark,,,,,
2026-03-18,RBLX,mle_garch_normal,0.0010852687983078715,0.03294341813333691,0.008305927230178645,6.898842715302309e-05,maximum_likelihood_scipy,True,True,0.9507701748793445,-3008.5201488933517,-2994.636024764813
2026-03-18,RBLX,mle_garch_student_t,0.0011495961186165546,0.03390569448656899,0.008305927230178645,6.898842715302309e-05,maximum_likelihood_scipy,True,True,0.8172585760846396,-3179.3313790479656,-3160.8192135432473
2026-03-18,RBLX,mle_egarch_normal,0.0012479446953736473,0.03532626070466059,0.008305927230178645,6.898842715302309e-05,maximum_likelihood_scipy,True,True,0.9746553944725357,-3014.685323200704,-2996.1731576959855
2026-03-18,RBLX,mle_egarch_student_t,0.001332256182316972,0.03650008468917534,0.008305927230178645,6.898842715302309e-05,maximum_likelihood_scipy,True,True,0.9061562315871097,-3184.2540950987486,-3161.113888217851
2026-04-17,RBLX,grid_garch,0.0010310073699053254,0.032109303478981374,-0.0016545082129915123,2.7373974268563673e-06,existing_grid_or_realized_benchmark,,,,,
