date,ticker,model_name,forecast_variance,forecast_volatility,realized_return_next,realized_variance_next,estimation_method,converged,stationary,persistence,AIC,BIC
2024-07-15,RBLX,grid_garch,0.001674439835707736,0.04091991979107164,0.014310432976152754,0.00020478849196496016,existing_grid_or_realized_benchmark,,,,,
2024-07-15,RBLX,grid_egarch,0.0010137358573981947,0.03183921885659563,0.014310432976152754,0.00020478849196496016,existing_grid_or_realized_benchmark,,,,,
2024-07-15,RBLX,realized_vol_60d,0.0013141853407820342,0.03625169431601831,0.014310432976152754,0.00020478849196496016,existing_grid_or_realized_benchmark,,,,,
2024-07-15,RBLX,mle_garch_normal,0.0017100854262507939,0.04135317915530551,0.014310432976152754,0.00020478849196496016,maximum_likelihood_scipy,True,True,0.9210959253035207,-2451.5912526654683,-2437.7071285369298
2024-07-15,RBLX,mle_garch_student_t,0.0009942108862604766,0.031531109816504664,0.014310432976152754,0.00020478849196496016,maximum_likelihood_scipy,True,True,0.9987080406099581,-2685.7964125205162,-2667.284247015798
2024-07-15,RBLX,mle_egarch_normal,0.0012444271159265349,0.035276438538017624,0.014310432976152754,0.00020478849196496016,maximum_likelihood_scipy,True,True,0.9380913723510895,-2481.574415122497,-2463.062249617779
2024-07-15,RBLX,mle_egarch_student_t,0.0007807006586895755,0.02794102107457019,0.014310432976152754,0.00020478849196496016,maximum_likelihood_scipy,True,True,0.994721568660867,-2692.554462698836,-2669.4142558179383
2024-08-13,RBLX,grid_garch,0.0017369235706237668,0.04167641504044904,0.0383172646535177,0.0014682127705277171,existing_grid_or_realized_benchmark,,,,,
2024-08-13,RBLX,grid_egarch,0.0014763959760364554,0.03842389850127724,0.0383172646535177,0.0014682127705277171,existing_grid_or_realized_benchmark,,,,,
2024-08-13,RBLX,realized_vol_60d,0.0004912481138638812,0.022164117710025844,0.0383172646535177,0.0014682127705277171,existing_grid_or_realized_benchmark,,,,,
2024-08-13,RBLX,mle_garch_normal,0.001725495555408261,0.04153908467224887,0.0383172646535177,0.0014682127705277171,maximum_likelihood_scipy,True,True,0.9279381816462744,-2459.625848999612,-2445.7417248710735
2024-08-13,RBLX,mle_garch_student_t,0.0010696369758832298,0.03270530501131628,0.0383172646535177,0.0014682127705277171,maximum_likelihood_scipy,True,True,0.9506414212790141,-2664.8210051772917,-2646.3088396725734
2024-08-13,RBLX,mle_egarch_normal,0.0015315538467590064,0.03913507182514179,0.0383172646535177,0.0014682127705277171,maximum_likelihood_scipy,True,True,0.9456922951849519,-2491.509458169696,-2472.9972926649775
2024-08-13,RBLX,mle_egarch_student_t,0.000849186789528243,0.02914080969239261,0.0383172646535177,0.0014682127705277171,maximum_likelihood_scipy,True,True,0.9942877991595772,-2704.8145642436025,-2681.674357362705
2024-09-12,RBLX,grid_garch,0.0015221086002831623,0.03901421023528686,0.009335366820987012,8.714907368238516e-05,existing_grid_or_realized_benchmark,,,,,
2024-09-12,RBLX,grid_egarch,0.0007737238041431097,0.027815891216049677,0.009335366820987012,8.714907368238516e-05,existing_grid_or_realized_benchmark,,,,,
2024-09-12,RBLX,realized_vol_60d,0.0005439269347597034,0.023322241203617276,0.009335366820987012,8.714907368238516e-05,existing_grid_or_realized_benchmark,,,,,
2024-09-12,RBLX,mle_garch_normal,0.0013600346626158706,0.03687864778724771,0.009335366820987012,8.714907368238516e-05,maximum_likelihood_scipy,True,True,0.923816993725509,-2464.945090010462,-2451.0609658819235
2024-09-12,RBLX,mle_garch_student_t,0.0007123943894212675,0.02669071728937361,0.009335366820987012,8.714907368238516e-05,maximum_likelihood_scipy,True,True,0.953361874686005,-2676.088880855533,-2657.5767153508145
2024-09-12,RBLX,mle_egarch_normal,0.000814002787343506,0.028530734083502058,0.009335366820987012,8.714907368238516e-05,maximum_likelihood_scipy,True,True,0.9533725605490505,-2502.2114530495387,-2483.6992875448204
2024-09-12,RBLX,mle_egarch_student_t,0.0004686321378579637,0.02164791301391346,0.009335366820987012,8.714907368238516e-05,maximum_likelihood_scipy,True,True,0.9861990315903805,-2699.080243921542,-2675.9400370406447
2024-10-11,RBLX,grid_garch,0.0014030149520718046,0.037456841191854454,0.004830843982388755,2.3337053582181647e-05,existing_grid_or_realized_benchmark,,,,,
2024-10-11,RBLX,grid_egarch,0.0012136331250298985,0.03483723762053901,0.004830843982388755,2.3337053582181647e-05,existing_grid_or_realized_benchmark,,,,,
2024-10-11,RBLX,realized_vol_60d,0.0005457703033527119,0.023361727319543644,0.004830843982388755,2.3337053582181647e-05,existing_grid_or_realized_benchmark,,,,,
2024-10-11,RBLX,mle_garch_normal,0.0013354974432384502,0.036544458447738015,0.004830843982388755,2.3337053582181647e-05,maximum_likelihood_scipy,True,True,0.9490441706740834,-2473.468810797567,-2459.5846866690285
2024-10-11,RBLX,mle_garch_student_t,0.0007213581019183036,0.02685811054259595,0.004830843982388755,2.3337053582181647e-05,maximum_likelihood_scipy,True,True,0.9588590028265385,-2689.2670820898657,-2670.7549165851474
2024-10-11,RBLX,mle_egarch_normal,0.0006805457929265953,0.026087272623380838,0.004830843982388755,2.3337053582181647e-05,maximum_likelihood_scipy,True,True,0.998,-2541.6031422671695,-2523.090976762451
2024-10-11,RBLX,mle_egarch_student_t,0.00046172972649715646,0.021487897209758716,0.004830843982388755,2.3337053582181647e-05,maximum_likelihood_scipy,True,True,0.9976656054801805,-2717.55569000781,-2694.4154831269125
2024-11-11,RBLX,grid_garch,0.0021824509881580214,0.04671670994577873,0.04122136993345982,0.001699201339191145,existing_grid_or_realized_benchmark,,,,,
2024-11-11,RBLX,grid_egarch,0.0017080045055556897,0.0413280111492882,0.04122136993345982,0.001699201339191145,existing_grid_or_realized_benchmark,,,,,
2024-11-11,RBLX,realized_vol_60d,0.0010188536454128656,0.0319194869227697,0.04122136993345982,0.001699201339191145,existing_grid_or_realized_benchmark,,,,,
2024-11-11,RBLX,mle_garch_normal,0.001048634284199287,0.0323826231828011,0.04122136993345982,0.001699201339191145,maximum_likelihood_scipy,True,True,0.9964047568304046,-2511.7101775904675,-2497.826053461929
2024-11-11,RBLX,mle_garch_student_t,0.0005927859563099046,0.024347196066691223,0.04122136993345982,0.001699201339191145,maximum_likelihood_scipy,False,True,0.9966409579838982,-2730.980357874274,-2712.4681923695557
2024-11-11,RBLX,mle_egarch_normal,0.0006693809055443829,0.025872396594524887,0.04122136993345982,0.001699201339191145,maximum_likelihood_scipy,True,True,0.992022206659838,-2519.761162365634,-2501.2489968609157
2024-11-11,RBLX,mle_egarch_student_t,0.0006140732998191817,0.024780502412565845,0.04122136993345982,0.001699201339191145,maximum_likelihood_scipy,True,True,0.998,-2751.806444275313,-2728.6662373944155
2024-12-11,RBLX,grid_garch,0.0016528872871905116,0.0406557165376594,0.06452188369024303,0.00416307347493725,existing_grid_or_realized_benchmark,,,,,
2024-12-11,RBLX,grid_egarch,0.0014907614218407144,0.03861037971634978,0.06452188369024303,0.00416307347493725,existing_grid_or_realized_benchmark,,,,,
2024-12-11,RBLX,realized_vol_60d,0.0011987328748389334,0.03462272194439561,0.06452188369024303,0.00416307347493725,existing_grid_or_realized_benchmark,,,,,
2024-12-11,RBLX,mle_garch_normal,0.0013045073963138644,0.03611796500792735,0.06452188369024303,0.00416307347493725,maximum_likelihood_scipy,False,True,0.9899602590220132,-2593.639976919729,-2579.7558527911906
2024-12-11,RBLX,mle_garch_student_t,0.0012013847876389137,0.034660998076208274,0.06452188369024303,0.00416307347493725,maximum_likelihood_scipy,True,True,0.9606935160295228,-2741.5057998059438,-2722.9936343012255
2024-12-11,RBLX,mle_egarch_normal,0.0006155205833796733,0.024809687289034363,0.06452188369024303,0.00416307347493725,maximum_likelihood_scipy,True,True,0.992279586694695,-2633.855466227717,-2615.3433007229987
2024-12-11,RBLX,mle_egarch_student_t,0.0002872633149368174,0.016948844059015276,0.06452188369024303,0.00416307347493725,maximum_likelihood_scipy,True,True,0.997960374628799,-2782.869270719011,-2759.7290638381137
2025-01-14,RBLX,grid_garch,0.0013084285175242653,0.03617220642322314,0.014502190078840682,0.0002103135170828251,existing_grid_or_realized_benchmark,,,,,
2025-01-14,RBLX,grid_egarch,0.0009633982707072531,0.031038657682110758,0.014502190078840682,0.0002103135170828251,existing_grid_or_realized_benchmark,,,,,
2025-01-14,RBLX,realized_vol_60d,0.0011730879774131562,0.03425037193101932,0.014502190078840682,0.0002103135170828251,existing_grid_or_realized_benchmark,,,,,
2025-01-14,RBLX,mle_garch_normal,0.001131076781993469,0.033631484980498096,0.014502190078840682,0.0002103135170828251,maximum_likelihood_scipy,True,True,0.9910990991589795,-2619.5846640928503,-2605.7005399643117
2025-01-14,RBLX,mle_garch_student_t,0.0006060672223012404,0.02461843257198233,0.014502190078840682,0.0002103135170828251,maximum_likelihood_scipy,True,True,0.9956726763827598,-2798.905618253054,-2780.3934527483357
2025-01-14,RBLX,mle_egarch_normal,0.0009134487992429148,0.03022331549057639,0.014502190078840682,0.0002103135170828251,maximum_likelihood_scipy,True,True,0.9795672906016936,-2647.9686663476264,-2629.456500842908
2025-01-14,RBLX,mle_egarch_student_t,0.00047340067046615033,0.021757772644876827,0.014502190078840682,0.0002103135170828251,maximum_likelihood_scipy,True,True,0.9977084967055591,-2836.5175992567974,-2813.3773923759
2025-02-13,RBLX,grid_garch,0.001480008506258027,0.03847087867800821,0.02071654040929216,0.000429175046529835,existing_grid_or_realized_benchmark,,,,,
2025-02-13,RBLX,grid_egarch,0.0013994435612966025,0.03740913740380286,0.02071654040929216,0.000429175046529835,existing_grid_or_realized_benchmark,,,,,
2025-02-13,RBLX,realized_vol_60d,0.0007406917072321387,0.027215651879610354,0.02071654040929216,0.000429175046529835,existing_grid_or_realized_benchmark,,,,,
2025-02-13,RBLX,mle_garch_normal,0.001140710714993422,0.03377440917312133,0.02071654040929216,0.000429175046529835,maximum_likelihood_scipy,True,True,0.991045767999031,-2643.0561861437272,-2629.1720620151887
2025-02-13,RBLX,mle_garch_student_t,0.0012233193324641491,0.03497598222300768,0.02071654040929216,0.000429175046529835,maximum_likelihood_scipy,True,True,0.9518042836343698,-2809.1769009648974,-2790.664735460179
2025-02-13,RBLX,mle_egarch_normal,0.000827624424548466,0.028768462325061205,0.02071654040929216,0.000429175046529835,maximum_likelihood_scipy,True,True,0.993893716228803,-2672.1453392029935,-2653.633173698275
2025-02-13,RBLX,mle_egarch_student_t,0.0007229432796748858,0.026887604573016276,0.02071654040929216,0.000429175046529835,maximum_likelihood_scipy,True,True,0.9972273193248078,-2869.306679597511,-2846.1664727166135
2025-03-17,RBLX,grid_garch,0.0014236998505499723,0.03773194734637973,0.008140203730896856,6.626291678050708e-05,existing_grid_or_realized_benchmark,,,,,
2025-03-17,RBLX,grid_egarch,0.0014776841824656875,0.038440657934870046,0.008140203730896856,6.626291678050708e-05,existing_grid_or_realized_benchmark,,,,,
2025-03-17,RBLX,realized_vol_60d,0.0007529506023495231,0.02743994537803461,0.008140203730896856,6.626291678050708e-05,existing_grid_or_realized_benchmark,,,,,
2025-03-17,RBLX,mle_garch_normal,0.0010475282910495456,0.03236554172340617,0.008140203730896856,6.626291678050708e-05,maximum_likelihood_scipy,False,True,0.9930426139233411,-2694.5095255265333,-2680.6254013979947
2025-03-17,RBLX,mle_garch_student_t,0.0010940431189290626,0.033076322633102104,0.008140203730896856,6.626291678050708e-05,maximum_likelihood_scipy,True,True,0.9456287555304721,-2846.9453665667797,-2828.4332010620615
2025-03-17,RBLX,mle_egarch_normal,0.0012147596010828267,0.03485340157119283,0.008140203730896856,6.626291678050708e-05,maximum_likelihood_scipy,True,True,0.9905020839255428,-2724.3929823984445,-2705.880816893726
