date,ticker,selected,weight,expected_daily_return,expected_total_return,target_price,current_price,target_confidence,signal_strength,quality_score,regime,timing_model,target_model,model_mode,gate_decision,gate_reason,cash_weight,regime_confidence,ema_timing_score,trend_persistence_score,quant_target_price,black_litterman_return,covariance_method,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,realized_return_30d,forecast_return,daily_volatility,volatility_quintile,calibrated_expected_return_5d,calibrated_expected_return_10d,calibrated_expected_return_20d,calibration_method_used,calibration_warning,calibrated_target_confidence,ranking_score,shadow_weight,candidate,shadow_cash_weight,label
2022-01-03,SPY,True,0.1636887198305242,0.0018059649602062,0.0367457526306664,509.4301328971704,477.7099914550781,0.5,1.0,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0003349389063896,-0.0255384687523336,-0.0444202583162813,-0.0518305660148102,-0.0661698225219871,0.0367457526306664,0.0367457526306664,"(0.0116, 0.429]",0.0054519949478258,0.0104839526452663,0.0239481973404057,regime_or_volatility_or_global,,0.7572659765581691,0.0367457526306664,0.30055203490639304,original_forecast_rerank,0.5,-1
2022-01-03,CSCO,True,0.1342918159358927,0.0008162036996747,0.0164512718303158,68.97268080994459,63.15999984741211,0.5,0.6677398262797603,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0302406563018756,-0.0212159619351676,-0.0543065280788838,-0.1233375702081565,-0.14075363222175,0.0164512718303158,0.0164512718303158,"(0.0116, 0.429]",0.0044976024565354,0.0089986347195486,0.0213988234549928,regime_or_volatility_or_global,,0.5853840436233626,0.0164512718303158,0.13455876860372704,original_forecast_rerank,0.5,-1
2022-01-03,PEP,True,0.1284297878047557,0.0002482793524365,0.0049773166153934,184.44483494031343,172.97999572753906,0.5,0.3100841070952208,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0014452538222615,0.0068794223077714,0.0056654584953959,-0.0036998462565376,-0.0405826638169714,0.0049773166153934,0.0049773166153934,"(0.00341, 0.0116]",0.0039580145355507,0.00815887579557,0.0199574758257982,regime_or_volatility_or_global,,0.3889558027645963,0.0049773166153934,0.04071062721631231,original_forecast_rerank,0.5,0
2022-01-03,GOOGL,False,0.0,0.0001475975020652,0.0029560928634759,154.77677393511277,144.9915008544922,0.5,0.0530017820358346,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0040829651101543,-0.0436025986925292,-0.0620277719925452,-0.0506754093778437,-0.0578171517369255,0.0029560928634759,0.0029560928634759,"(0.00189, 0.00341]",0.0038629620534979,0.0080109459273392,0.0197035715697393,regime_or_volatility_or_global,,0.2961299148369265,0.0029560928634759,0.024178569273567645,original_forecast_rerank,0.5,-1
2022-01-03,SPY,True,0.1636887198305242,0.0018059649602062,0.0367457526306664,509.4301328971704,477.7099914550781,0.5,1.0,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0003349389063896,-0.0255384687523336,-0.0444202583162813,-0.0518305660148102,-0.0661698225219871,0.0367457526306664,0.0367457526306664,"(0.0116, 0.429]",0.0054519949478258,0.0104839526452663,0.0239481973404057,regime_or_volatility_or_global,,0.7572659765581691,0.01813515504579007,0.19298352490428428,calibrated_forecast_rerank,0.5,-1
2022-01-03,CSCO,True,0.1342918159358927,0.0008162036996747,0.0164512718303158,68.97268080994459,63.15999984741211,0.5,0.6677398262797603,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0302406563018756,-0.0212159619351676,-0.0543065280788838,-0.1233375702081565,-0.14075363222175,0.0164512718303158,0.0164512718303158,"(0.0116, 0.429]",0.0044976024565354,0.0089986347195486,0.0213988234549928,regime_or_volatility_or_global,,0.5853840436233626,0.012526529802866141,0.1332998736471713,calibrated_forecast_rerank,0.5,-1
2022-01-03,AVGO,False,0.0,-0.0002759794060952,-0.0055051407762837,73.90703507516476,66.33200073242188,0.5,0.4739766979312811,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.01145754881262,-0.0635590598311439,-0.1289423100369117,-0.1064343197150122,-0.0912832454670133,-0.0055051407762837,0.0055051407762837,"(0.00341, 0.0116]",0.0034650539753222,0.0073916828812698,0.0186406792350308,regime_or_volatility_or_global,,0.4422238027864944,0.008243352057838563,0.08772084567967176,calibrated_forecast_rerank,0.5,-1
2022-01-03,QQQ,False,0.0,4.809098766189632e-05,0.000962259301245,429.5079010833317,401.6799926757813,0.5,0.5022687414086273,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,insufficient_full_quant_edge,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0129705027635852,-0.0536994814716328,-0.0774995156603164,-0.0900219187448954,-0.1133986970312826,0.000962259301245,0.000962259301245,"(0.000902, 0.00189]",0.0037691976552166,0.0078650206996867,0.0194531080439454,regime_or_volatility_or_global,,0.4154215836271466,0.008081240950085783,0.08599575576887267,calibrated_forecast_rerank,0.5,-1
2022-01-10,INTC,True,0.1233204848053433,0.0013991046868303,0.0283571583930739,60.40247196011749,55.209999084472656,0.5,0.9694649999909104,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,weak_market_breadth,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0126788765540175,-0.0081507112914626,-0.0762542864387889,-0.1159209892648157,-0.1912696564699574,0.0283571583930739,0.0283571583930739,"(0.0116, 0.429]",0.0050575028969278,0.0098700059513232,0.0228944299001333,regime_or_volatility_or_global,,0.7481054765554422,0.0283571583930739,0.2932836122532506,original_forecast_rerank,0.5,-1
2022-01-10,CSCO,True,0.1443436081498974,0.0006442289088682,0.0129637396895558,66.33004771639449,61.81999969482422,0.5,1.0,0.5,neutral,ema,basic,regime_gated_full_quant,fallback_baseline,weak_market_breadth,0.5,,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0088967848556393,-0.0338078318166487,-0.0923649160896181,-0.1048204395701227,-0.1193788596659134,0.0129637396895558,0.0129637396895558,"(0.0116, 0.429]",0.0043335936050146,0.0087433882781074,0.0209607228969318,regime_or_volatility_or_global,,0.6579703864961557,0.0129637396895558,0.1340773413104887,original_forecast_rerank,0.5,-1
