variant,observations,total_return,CAGR,volatility,Sharpe,Sortino,max_drawdown,Calmar,average_exposure,return_vs_original_growth,DD_improvement_vs_original_growth,shadow_candidate
original_growth,220,3.4651966718738256,0.40928325027004453,0.30266060037187004,1.327123316943002,2.1748311525347006,-0.24225547769721656,1.6894695391845296,0.7972116997571927,-6.217248937900877e-15,-5.551115123125783e-17,False
exposure_cap_70pct,220,2.7147562062859207,0.3510645944760771,0.2553371148845449,1.3497445259290453,2.250373406239223,-0.22445874724973425,1.5640495136751358,0.6813753963456275,-0.7504404655879111,0.017796730447482256,False
exposure_cap_60pct,220,2.172110083121285,0.30302070679090143,0.22319257946567483,1.3410777675688303,2.2663912654868343,-0.19760884981129268,1.5334369239043302,0.5974404964892428,-1.293086588752547,0.04464662788592383,True
drawdown_brake_15pct,220,1.8466032213464039,0.271071745663493,0.2383437235492035,1.1617806021245587,1.734632411607211,-0.18722089370166262,1.4478712300959695,0.5813324751541213,-1.618593450527428,0.05503458399555389,False
drawdown_brake_18pct,220,2.257828838387993,0.3110112947077619,0.24209896729176078,1.2802925878413387,1.9457110535259696,-0.1872208937016624,1.661199712054362,0.6045143129848353,-1.2073678334858386,0.05503458399555411,True
vol_target_faster_reaction,220,4.356914953509407,0.4693618471783032,0.31717641655196305,1.416388914069759,2.5412926789814065,-0.26654265493592866,1.760925834895462,0.8403672885112247,0.8917182816355753,-0.024287177238712154,False
