date,ticker,raw_target_return_exact,raw_target_rank,raw_target_feature_source,signal_strength,soft_exit_status,weight,previous_weight,realized_return_5d,trade_contribution,exact_raw_target_available,no_hindsight
2022-01-03,TSLA,0.14952239751195884,1.0,historical_snapshot_exact_target_formula,0.180627790318122,new_or_reentered,0.5,0.0,-0.1180716496409673,-0.05903582482048365,True,True
2022-01-03,AVGO,0.11419879182146153,2.0,historical_snapshot_exact_target_formula,0.4739766979312811,new_or_reentered,0.5,0.0,-0.0635590598311439,-0.03177952991557195,True,True
2022-01-10,TSLA,0.1166276828386561,1.0,historical_snapshot_exact_target_formula,0.2427226833503045,retained_positive_raw_target,0.3333333333333333,0.5,-0.0260934638760728,-0.008697821292024266,True,True
2022-01-10,CCJ,0.10675828717152003,2.0,historical_snapshot_exact_target_formula,0.1127779096377818,new_or_reentered,0.3333333333333333,0.0,-0.0718279602707073,-0.023942653423569098,True,True
2022-01-10,AVGO,0.06462534270202136,12.0,historical_snapshot_exact_target_formula,0.1128477507335164,retained_positive_raw_target,0.3333333333333333,0.5,-0.0698210078192203,-0.02327366927307343,True,True
2022-01-18,TSLA,0.13411394348774408,1.0,historical_snapshot_exact_target_formula,0.0762465424080835,retained_positive_raw_target,0.25,0.3333333333333333,-0.1087907808844006,-0.02719769522110015,True,True
2022-01-18,VIST,0.12444330697806238,2.0,historical_snapshot_exact_target_formula,1.0,new_or_reentered,0.25,0.0,-0.0602605689909993,-0.015065142247749824,True,True
2022-01-18,AVGO,0.04806388754644675,20.0,historical_snapshot_exact_target_formula,0.0001053762606986,retained_positive_raw_target,0.25,0.3333333333333333,-0.0755464427298916,-0.0188866106824729,True,True
2022-01-18,CCJ,0.09655326288618316,4.0,historical_snapshot_exact_target_formula,0.1276231094436654,retained_positive_raw_target,0.25,0.3333333333333333,-0.07275253477177,-0.0181881336929425,True,True
2022-01-25,VIST,0.11647753361450075,1.0,historical_snapshot_exact_target_formula,1.0,retained_positive_raw_target,0.25,0.25,0.123050266983357,0.03076256674583925,True,True
