model,start_date_requested,actual_start_date,end_date,observations,total_return,CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,recovery_time_periods,hit_rate,average_winner,average_loser,TP_rate,SL_rate,TP_minus_SL,average_cash,average_exposure,turnover,number_of_positions,average_position_size,max_position_size,concentration_hhi
baseline,2020-01-01,2022-01-03,2026-05-15,220,0.21245104002945792,0.04516027793570454,0.1407161789248774,1.6393324086995777,2.11864183016212,0.8215707860257832,-0.05496821296940235,12,,,,,,,,,,,,,
regime_gated_full_quant,2020-01-01,2022-01-03,2026-05-15,220,0.2132036555447685,0.04530899556056234,0.14066485878539475,1.6449369115316776,2.1250024277331034,0.8242763064861369,-0.05496821296940235,12,,,,,,,,,,,,,
raw_target_research,2020-01-01,2022-01-03,2026-05-15,220,0.6045537317352065,0.11451142044854534,0.406828059823505,1.5355134902058685,2.429199793615565,0.843716460380913,-0.13572263411436447,18,0.5761363636363637,0.14295151841630735,-0.08825264078219995,0.2733333333333333,0.14222222222222222,0.1311111111111111,0.09818181818181845,0.9018181818181817,0.49818181818181817,2.0454545454545454,0.2254545454545454,0.25,0.2156363636363635
SPY_buy_hold,2020-01-01,2022-01-03,2026-05-15,220,0.5473194953672318,0.10526834028784382,0.3539486714810287,1.5914081222134462,2.4113802970761276,0.41508659077906407,-0.25360573583036905,64,,,,,,,,,,,,,
QQQ_buy_hold,2020-01-01,2022-01-03,2026-05-15,220,0.7649123820015589,0.13912074693999998,0.4676936095825641,1.6273769921277914,2.525153750834198,0.4019711194655084,-0.34609637410017313,59,,,,,,,,,,,,,
