from,choppy,sideways_high_vol,sideways_low_vol,stress,trend_down_high_vol,trend_up_high_vol,trend_up_low_vol
choppy,0.38461538461538464,0.0,0.23076923076923078,0.0,0.0,0.0,0.38461538461538464
sideways_high_vol,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.36363636363636365,0.0
sideways_low_vol,0.2,0.0,0.6,0.1,0.1,0.0,0.0
stress,0.0,0.030303030303030304,0.0,0.8484848484848485,0.12121212121212122,0.0,0.0
trend_down_high_vol,0.0,0.14285714285714285,0.0,0.21428571428571427,0.6428571428571429,0.0,0.0
trend_up_high_vol,0.0,0.1111111111111111,0.0,0.0,0.0,0.7222222222222222,0.16666666666666666
trend_up_low_vol,0.05,0.0,0.0,0.0,0.0,0.008333333333333333,0.9416666666666667
