date,official_actions_costable_count,existing_cost_rows,rebuilt_cost_rows,existing_total_cost,rebuilt_total_cost,ledger_rebuilt,backup_dir,official_only
2026-07-13,3,3,3,186.74356279351593,186.74356279351593,False,,True
