candidate,formula,pearson_ic_5d,pearson_ic_10d,pearson_ic_20d,spearman_ic_5d,spearman_ic_10d,spearman_ic_20d,decile_corr,top_bottom_spread,monotonicity_score,average_abs_rank_ic
candidate_B_expected_plus_orthogonal_signal,z(expected_daily_return) + 0.25*z(residual_signal_strength),0.014983735039479652,0.028250307575036673,0.02850022871095449,0.02054994023046483,0.04202015722954536,0.03330466289947161,0.43030303030303024,0.016967618457877157,0.604040404040404,0.0319582534531606
candidate_D_expected_volatility_penalty,expected_daily_return / (1 + volatility_percentile),0.01909637384391239,0.03504936300226851,0.040856957269986144,0.014493805773963954,0.03549452705375543,0.04414042574510566,0.6121212121212121,0.013962445913601455,0.5282828282828282,0.031376252857608346
candidate_A_expected_only,expected_daily_return,0.01682443246383052,0.03172084015059339,0.03824342422243456,0.013619998105921368,0.03460225791211048,0.04497696135680983,0.4787878787878787,0.01440224062993917,0.4616161616161616,0.031066405791613894
candidate_C_expected_signal_volatility,z(expected_daily_return) + 0.20*z(signal_strength) - 0.10*z(daily_volatility),0.01180830199431096,0.024802875185541435,0.02584357909074007,0.008009820629716412,0.025418194405630225,0.020963062464446514,0.19999999999999998,0.01091615822643583,0.37777777777777777,0.018130359166597717
