validation_scope,classification,secondary_provider,provider_configured,tickers_checked,tickers,latest_yahoo_dates,latest_secondary_dates,paper_may_continue,block_new_rebalance,retain_existing_holdings_until_review,real_capital_blocked,promotion_status,corporate_action_events,reason,production_changed,paper_logic_changed,allocation_logic_changed
growth_paper_market_data_validation_only,single_source_warning,none,False,5,"OKLO,TWLO,TEAM,VIST,ARM",2026-08-13,,True,False,False,True,blocked_without_reliable_second_source,0,Yahoo fresh but reliable secondary source unavailable; no false discrepancy marked,False,False,False
