fold_id,variant,train_end_after_purge,test_start,test_end,observations,total_return,net_CAGR,volatility,Sharpe,Sortino,Calmar,max_drawdown,turnover,average_exposure,cost_drag,alpha_vs_SPY,alpha_vs_QQQ,information_ratio_vs_SPY,information_ratio_vs_QQQ
21,hmm_ranking_adjustment_proxy,2021-11-30,2022-07-30,2023-01-29,25,0.0441414232485382,0.09434281742059647,0.11738258575103211,0.8272966576775063,1.2226982638124497,1.3468507134503658,-0.07004697438137653,0.13899999999999998,0.29890000000000005,0.0,,,,
22,canonical,2022-05-31,2023-01-31,2023-07-30,25,0.2071045581208688,0.48119849317300467,0.2219191289722488,1.885203076508186,3.6316510663431427,5.608987768817436,-0.08579061196178317,0.11399999999999996,0.592,0.0,,,,
22,hmm_diagnostic_only,2022-05-31,2023-01-31,2023-07-30,25,0.2071045581208688,0.48119849317300467,0.2219191289722488,1.885203076508186,3.6316510663431427,5.608987768817436,-0.08579061196178317,0.11399999999999996,0.592,0.0,,,,
22,hmm_exposure_overlay,2022-05-31,2023-01-31,2023-07-30,25,0.18039982027395074,0.4136278503635755,0.17584619129881182,2.061324055783129,4.226543256108697,6.746049467324367,-0.06131408498663582,0.12499999999999996,0.4779999999999999,0.0,,,,
22,hmm_ranking_adjustment_proxy,2022-05-31,2023-01-31,2023-07-30,25,0.20879684635545126,0.48553585569630653,0.22201115856609266,1.8977887475526853,3.6574121710748244,5.745378250229637,-0.08450894519902152,0.12039999999999998,0.5935999999999999,0.0,,,,
23,canonical,2022-11-30,2023-07-30,2024-01-29,25,0.05130791546020941,0.11007795162836231,0.12394034538073194,0.9056702862518863,1.4784431919399506,1.6363305313055094,-0.06727122028367893,0.10999999999999996,0.592,0.0,,,,
23,hmm_diagnostic_only,2022-11-30,2023-07-30,2024-01-29,25,0.05130791546020941,0.11007795162836231,0.12394034538073194,0.9056702862518863,1.4784431919399506,1.6363305313055094,-0.06727122028367893,0.10999999999999996,0.592,0.0,,,,
23,hmm_exposure_overlay,2022-11-30,2023-07-30,2024-01-29,25,0.06026035642075467,0.12989884828832654,0.10497553988089106,1.2172445510815397,2.287129304584527,2.561532110881412,-0.05071138782001405,0.11499999999999996,0.496,0.0,,,,
23,hmm_ranking_adjustment_proxy,2022-11-30,2023-07-30,2024-01-29,25,0.05400738076020484,0.11603538575116956,0.1250654848129193,0.9415029604755412,1.550889948360666,1.7248889682966193,-0.06727122028367893,0.11639999999999998,0.5935999999999999,0.0,,,,
24,canonical,2023-05-31,2024-01-31,2024-07-30,25,0.2218346554848254,0.5191735458606757,0.3375141143154921,1.4072784003476444,4.208316136474187,3.7060844858701083,-0.14008680801532913,0.0696581447597367,0.5876972909649647,0.0,,,,
24,hmm_diagnostic_only,2023-05-31,2024-01-31,2024-07-30,25,0.2218346554848254,0.5191735458606757,0.3375141143154921,1.4072784003476444,4.208316136474187,3.7060844858701083,-0.14008680801532913,0.0696581447597367,0.5876972909649647,0.0,,,,
24,hmm_exposure_overlay,2023-05-31,2024-01-31,2024-07-30,25,0.16415193007836693,0.37331952459523055,0.28332250419328964,1.2615069655605833,3.4458631260131187,3.0738530643732727,-0.1214500227490043,0.0876581447597367,0.5159999999999999,0.0,,,,
24,hmm_ranking_adjustment_proxy,2023-05-31,2024-01-31,2024-07-30,25,0.23197514600107016,0.5456074547058081,0.3425736337575071,1.4421129272760453,4.364447212781424,3.8615836474110186,-0.14129111383398574,0.0706142523747346,0.5984786767807327,0.0,,,,
25,canonical,2023-11-30,2024-07-30,2025-01-29,25,0.17132913800315208,0.391050101772747,0.22484987149803154,1.58317463808314,3.143646319700448,5.300579919561554,-0.0737749657032043,0.10799999999999998,0.6,0.0,,,,
25,hmm_diagnostic_only,2023-11-30,2024-07-30,2025-01-29,25,0.17132913800315208,0.391050101772747,0.22484987149803154,1.58317463808314,3.143646319700448,5.300579919561554,-0.0737749657032043,0.10799999999999998,0.6,0.0,,,,
25,hmm_exposure_overlay,2023-11-30,2024-07-30,2025-01-29,25,0.12936366513813247,0.2890557801907361,0.18392706944557594,1.4746994183171618,2.7408465258234647,4.347255419937572,-0.06649155668771056,0.12,0.4799999999999999,0.0,,,,
25,hmm_ranking_adjustment_proxy,2023-11-30,2024-07-30,2025-01-29,25,0.17132913800315208,0.391050101772747,0.22484987149803154,1.58317463808314,3.143646319700448,5.300579919561554,-0.0737749657032043,0.10799999999999998,0.6,0.0,,,,
26,canonical,2024-05-31,2025-01-31,2025-07-30,24,-0.0962182368928779,-0.19744001466178263,0.12807756096988643,-1.648561838507062,-1.8429212448339318,-1.282635413207824,-0.1539330760936909,0.1708333333333333,0.4604166666666667,0.0,,,,
26,hmm_diagnostic_only,2024-05-31,2025-01-31,2025-07-30,24,-0.0962182368928779,-0.19744001466178263,0.12807756096988643,-1.648561838507062,-1.8429212448339318,-1.282635413207824,-0.1539330760936909,0.1708333333333333,0.4604166666666667,0.0,,,,
26,hmm_exposure_overlay,2024-05-31,2025-01-31,2025-07-30,24,-0.07986023957959643,-0.16552316795912847,0.09929763865589239,-1.7689117784692454,-2.0607584452668153,-1.3317387319682121,-0.12429102194429487,0.18229166666666666,0.4041666666666666,0.0,,,,
26,hmm_ranking_adjustment_proxy,2024-05-31,2025-01-31,2025-07-30,24,-0.09901107239753093,-0.2028221151324583,0.12841309644591473,-1.6960896431138472,-1.8907478863612475,-1.2955942016491846,-0.1565475631754777,0.1869791666666666,0.45843750000000005,0.0,,,,
27,canonical,2024-11-30,2025-07-30,2026-01-29,26,0.3061456493807646,0.7091487436194919,0.15860663639420156,3.4753766413985887,8.075386311453679,27.85997457514256,-0.025454034127231906,0.08653846153846152,0.5999999999999999,0.0,,,,
27,hmm_diagnostic_only,2024-11-30,2025-07-30,2026-01-29,26,0.3061456493807646,0.7091487436194919,0.15860663639420156,3.4753766413985887,8.075386311453679,27.85997457514256,-0.025454034127231906,0.08653846153846152,0.5999999999999999,0.0,,,,
27,hmm_exposure_overlay,2024-11-30,2025-07-30,2026-01-29,26,0.25748637043076417,0.5837621992622355,0.14025929805765674,3.36236068071335,7.454280076990474,30.578634220639945,-0.019090525595424013,0.0923076923076923,0.5423076923076923,0.0,,,,
27,hmm_ranking_adjustment_proxy,2024-11-30,2025-07-30,2026-01-29,26,0.3061456493807646,0.7091487436194919,0.15860663639420156,3.4753766413985887,8.075386311453679,27.85997457514256,-0.025454034127231906,0.08653846153846152,0.5999999999999999,0.0,,,,
28,canonical,2025-05-31,2026-01-31,2026-06-09,18,0.30953407014226464,1.185240787849886,0.3196005544166478,2.6214023275916607,4.636406057660368,15.48978536578718,-0.07651757334661125,0.07499999999999998,0.561111111111111,0.0,,,,
28,hmm_diagnostic_only,2025-05-31,2026-01-31,2026-06-09,18,0.30953407014226464,1.185240787849886,0.3196005544166478,2.6214023275916607,4.636406057660368,15.48978536578718,-0.07651757334661125,0.07499999999999998,0.561111111111111,0.0,,,,
28,hmm_exposure_overlay,2025-05-31,2026-01-31,2026-06-09,18,0.23431177419811267,0.8408707062508154,0.23948263050856988,2.681277166161728,4.737996396044338,14.652332694727386,-0.05738818000995849,0.0861111111111111,0.42777777777777776,0.0,,,,
28,hmm_ranking_adjustment_proxy,2025-05-31,2026-01-31,2026-06-09,18,0.31199949470830446,1.1971880914892514,0.31949632123525773,2.63949477215482,4.666883159175558,15.645923402016425,-0.07651757334661113,0.09305555555555554,0.5638888888888888,0.0,,,,
