model,distribution,omega,alpha,beta,gamma,nu,forecast_variance,converged,optimizer_message,stationary,positive_constraints,persistence,log_likelihood,AIC,BIC,date,ticker,model_name,train_observations
EGARCH,student_t,-0.1107543357370682,0.006011320766771385,0.9842285480589831,-0.03779685545457919,3.8851022560839215,0.0011545841572073447,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9842285480589831,1641.365508760045,-3272.73101752009,-3249.5908106391926,2026-02-02,SE,mle_egarch_student_t,756
GARCH,normal,2.497394225651079e-05,1e-06,0.9758672456169206,,,0.0010349166370263467,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9758682456169206,1497.6242316774124,-2989.2484633548247,-2975.364339226286,2026-03-04,SE,mle_garch_normal,756
GARCH,student_t,0.000693084456312989,0.026764799255019896,0.2957549278964825,,3.374363919524071,0.0017264332597833696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.3225197271515024,1633.15334131583,-3258.30668263166,-3239.7945171269416,2026-03-04,SE,mle_garch_student_t,756
EGARCH,normal,-0.10143321886457574,-0.02949587425782952,0.9857783622928536,-0.042680966467742575,,0.0017405254187771648,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9857783622928536,1516.5101957609636,-3025.020391521927,-3006.508226017209,2026-03-04,SE,mle_egarch_normal,756
EGARCH,student_t,-0.052096791343939734,-0.018420256995930775,0.9927458074302323,-0.02320421575332406,3.477960118439655,0.001332757028598411,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9927458074302323,1641.4460585191773,-3272.8921170383546,-3249.751910157457,2026-03-04,SE,mle_egarch_student_t,756
GARCH,normal,0.00014353576830535358,0.0023783300937502915,0.862373715484635,,,0.001063202359969232,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8647520455783854,1517.8796001980259,-3029.7592003960517,-3015.875076267513,2026-04-02,SE,mle_garch_normal,756
GARCH,student_t,1.956643967929632e-05,0.005788434556069316,0.974890131966684,,3.2235058415069844,0.0010762463366093113,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9806785665227533,1640.3719171034431,-3272.7438342068863,-3254.231668702168,2026-04-02,SE,mle_garch_student_t,756
EGARCH,normal,-0.21772446003674217,-0.09459837919598431,0.9697198112183089,-0.060052984945883035,,0.0020916780890181466,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9697198112183089,1550.5927490045572,-3093.1854980091143,-3074.673332504396,2026-04-02,SE,mle_egarch_normal,756
EGARCH,student_t,-0.10941950078059438,-0.05706402636892926,0.985103057690193,-0.037295007302288664,3.445218913248231,0.0014721249784570888,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.985103057690193,1650.23157475356,-3290.46314950712,-3267.3229426262224,2026-04-02,SE,mle_egarch_student_t,756
GARCH,normal,0.00014345035888431234,0.0018783029728626555,0.8621958343073615,,,0.001047716190429042,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8640741372802241,1517.32620042917,-3028.65240085834,-3014.7682767298015,2026-05-04,SE,mle_garch_normal,756
GARCH,student_t,0.000982314940557393,0.002328843838397274,0.025465785823103295,,3.3566066956662746,0.0010085725717097617,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.02779462966150057,1638.306168242581,-3268.612336485162,-3250.1001709804436,2026-05-04,SE,mle_garch_student_t,756
EGARCH,normal,-0.15843448160515586,-0.07489646258458921,0.978029231440901,-0.05170868017453258,,0.002341633349227322,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.978029231440901,1548.0893846301854,-3088.1787692603707,-3069.6666037556524,2026-05-04,SE,mle_egarch_normal,756
EGARCH,student_t,-0.062184106065440885,-0.0018399051588693367,0.9909393995290577,-0.03697159550111073,3.3602964397405217,0.0015144967817017458,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9909393995290577,1645.4356066494668,-3280.8712132989335,-3257.731006418036,2026-05-04,SE,mle_egarch_student_t,756
GARCH,normal,0.00013984386611203082,0.0035023372247266777,0.8626317628854991,,,0.0010482148039229603,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.8661341001102258,1524.0553451093829,-3042.1106902187657,-3028.226566090227,2026-06-03,SE,mle_garch_normal,756
GARCH,student_t,0.0004926758151320995,0.044623621114063504,0.4629369378647872,,3.4276951645908413,0.0010046642953455377,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.5075605589788507,1640.2099082771592,-3272.4198165543185,-3253.9076510496,2026-06-03,SE,mle_garch_student_t,756
EGARCH,normal,-0.16753441627065413,-0.07796575818158738,0.9768580959323844,-0.052521734905703596,,0.0017207370793622108,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9768580959323844,1559.4916048928067,-3110.9832097856133,-3092.471044280895,2026-06-03,SE,mle_egarch_normal,756
EGARCH,student_t,-0.08015303103532964,-0.051042268372120135,0.9892236686708623,-0.036137020057076405,3.8916865314755174,0.0011790654291444125,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9892236686708623,1652.9333220684302,-3295.8666441368605,-3272.726437255963,2026-06-03,SE,mle_egarch_student_t,756
GARCH,normal,4.061006683175565e-06,0.08071020458916223,0.8848351602266769,,,7.006310086705674e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9655453648158391,2420.5682198473587,-4835.136439694717,-4821.252315566178,2024-07-22,SPY,mle_garch_normal,756
GARCH,student_t,4.265628067647953e-06,0.0810378711039111,0.8871723063451638,,7.997075370637864,7.319632255476394e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9682101774490749,2419.667766186878,-4831.335532373756,-4812.823366869038,2024-07-22,SPY,mle_garch_student_t,756
EGARCH,normal,-0.19268167530824468,0.08131931383293581,0.9791653125221733,-0.11881658126978811,,5.886988849637766e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9791653125221733,2441.7548897300017,-4875.509779460003,-4856.9976139552855,2024-07-22,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.2204154367232687,0.0914641695078687,0.9761463567400919,-0.13943301412521328,14.68286694619104,6.411486049152621e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9761463567400919,2444.6560511905855,-4879.312102381171,-4856.171895500273,2024-07-22,SPY,mle_egarch_student_t,756
GARCH,normal,3.956530811272492e-06,0.08111651198973684,0.891732746697757,,,0.0001524901901960557,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9728492586874938,2401.5101831742936,-4797.020366348587,-4783.136242220048,2024-08-20,SPY,mle_garch_normal,756
GARCH,student_t,4.549319309611317e-06,0.08096140079747685,0.8877848591017634,,7.9961795647570035,0.00015227719171582028,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9687462598992402,2400.467464209992,-4792.934928419984,-4774.4227629152665,2024-08-20,SPY,mle_garch_student_t,756
EGARCH,normal,-0.2762811333768648,0.10754841220467704,0.969894223453003,-0.13660894938655133,,9.158422577015594e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.969894223453003,2421.7729835846967,-4835.545967169393,-4817.033801664676,2024-08-20,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.2774994827433858,0.10832984219013143,0.9697548497270028,-0.1512135724067436,14.806892635378157,8.935497227812148e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9697548497270028,2424.627484955021,-4839.254969910042,-4816.114763029144,2024-08-20,SPY,mle_egarch_student_t,756
GARCH,normal,1.5170760666656712e-06,0.08240992979279167,0.9064650831211748,,,8.001586074749604e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9888750129139665,2400.2138461534696,-4794.427692306939,-4780.5435681784,2024-09-19,SPY,mle_garch_normal,756
GARCH,student_t,4.6005916327703695e-06,0.08080041002522978,0.886767967441997,,7.9969317787680065,8.755878150020472e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9675683774672268,2394.5440827878874,-4781.088165575775,-4762.576000071057,2024-09-19,SPY,mle_garch_student_t,756
EGARCH,normal,-0.24491788815956597,0.08405636539153473,0.9733624983024542,-0.13237624329220826,,7.960783646030691e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9733624983024542,2416.502909617935,-4825.00581923587,-4806.493653731152,2024-09-19,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.24744700813755485,0.08393025502394681,0.9728522684073395,-0.1576521215828807,8.450446825626253,8.28568051176323e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9728522684073395,2418.1075995015294,-4826.215199003059,-4803.074992122161,2024-09-19,SPY,mle_egarch_student_t,756
GARCH,normal,3.9009889115721e-06,0.08109380897103766,0.891577763919831,,,6.672829905492845e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9726715728908687,2402.9540229496856,-4799.908045899371,-4786.023921770832,2024-10-18,SPY,mle_garch_normal,756
GARCH,student_t,4.536259499542604e-06,0.08079909310734518,0.8869523739357275,,7.997810584725811,6.910998961360208e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9677514670430727,2402.415903779853,-4796.831807559706,-4778.319642054988,2024-10-18,SPY,mle_garch_student_t,756
EGARCH,normal,-0.23034697303659976,0.0804237208798367,0.9750383662127217,-0.1343628196479334,,5.250440427071782e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9750383662127217,2425.4687389835635,-4842.937477967127,-4824.425312462409,2024-10-18,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.23249342426610373,0.07848239883682209,0.9745819054001147,-0.16055783447327554,8.414751139553752,5.312122000659964e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9745819054001147,2427.5520087695672,-4845.1040175391345,-4821.963810658237,2024-10-18,SPY,mle_egarch_student_t,756
GARCH,normal,4.2586329965178395e-06,0.08084029336485898,0.8879933026610412,,,9.72581202426078e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9688335960259001,2394.7836705874847,-4783.567341174969,-4769.68321704643,2024-11-18,SPY,mle_garch_normal,756
GARCH,student_t,4.65246437939494e-06,0.0808571113876985,0.887100006416265,,7.997658095268423,0.00010004788806338986,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9679571178039634,2394.4757013266,-4780.9514026532,-4762.439237148482,2024-11-18,SPY,mle_garch_student_t,756
EGARCH,normal,-0.17504213010365643,0.05016189477042136,0.9810362481890582,-0.12050681439697127,,7.349982426910834e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9810362481890582,2418.50206924973,-4829.00413849946,-4810.491972994742,2024-11-18,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.17822938429871552,0.042222703595501315,0.9807179047716859,-0.13115667541953843,15.739566508594883,7.408662190684202e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9807179047716859,2420.912085523241,-4831.824171046482,-4808.683964165584,2024-11-18,SPY,mle_egarch_student_t,756
GARCH,normal,4.267895854835259e-06,0.08062058306348974,0.8820225773443072,,,5.1910810442150316e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.962643160407797,2409.5359909290055,-4813.071981858011,-4799.187857729472,2024-12-18,SPY,mle_garch_normal,756
GARCH,student_t,4.3039154642387495e-06,0.08107148753874253,0.8881458607966444,,7.998775052595699,5.56287415846242e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9692173483353869,2409.5903578032476,-4811.180715606495,-4792.668550101777,2024-12-18,SPY,mle_garch_student_t,756
EGARCH,normal,-0.17256181500952966,0.0651589614654983,0.9814097531047674,-0.11807879421056854,,4.6481335183466185e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9814097531047674,2434.1439459587127,-4860.287891917425,-4841.775726412708,2024-12-18,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.16458589877695692,0.04904552911299192,0.9821903582179123,-0.13554349843524618,8.614396607063032,4.9691621086466886e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9821903582179123,2435.802024302494,-4861.604048604988,-4838.46384172409,2024-12-18,SPY,mle_egarch_student_t,756
GARCH,normal,9.198885575933353e-07,0.050349878280511365,0.9409836715751176,,,8.874566676437515e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.991333549855629,2407.681177323985,-4809.36235464797,-4795.478230519431,2025-01-22,SPY,mle_garch_normal,756
GARCH,student_t,4.266950349089141e-06,0.08105028074477465,0.8902178267965588,,7.999998673261895,0.00010722745212748912,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9712681075413334,2405.4852653849043,-4802.970530769809,-4784.458365265091,2025-01-22,SPY,mle_garch_student_t,756
EGARCH,normal,-0.1647268960192359,0.0407297828034403,0.9822258890357981,-0.11963025092973321,,7.587039198269609e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9822258890357981,2426.5611325295595,-4845.122265059119,-4826.610099554401,2025-01-22,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.1682032483300663,0.0429482880817095,0.9818669197938266,-0.1299664095673322,12.20227709702191,7.606438021466735e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9818669197938266,2431.390461391534,-4852.780922783068,-4829.64071590217,2025-01-22,SPY,mle_egarch_student_t,756
GARCH,normal,1.77076730398519e-06,0.08208303115071883,0.9029136198332561,,,5.081475032809158e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9849966509839749,2421.0940763206145,-4836.188152641229,-4822.30402851269,2025-02-21,SPY,mle_garch_normal,756
GARCH,student_t,9.812899276406532e-07,0.061025926898085135,0.931612618529568,,8.007996461009583,5.5356487136669114e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9926385454276532,2425.54657419124,-4843.09314838248,-4824.580982877762,2025-02-21,SPY,mle_garch_student_t,756
EGARCH,normal,-0.18694716119014895,0.0629438918370134,0.9799218118827614,-0.12205207732369228,,6.539518600430299e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9799218118827614,2440.2143685950114,-4872.428737190023,-4853.916571685305,2025-02-21,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.1855269615172783,0.06572763255639069,0.9801050662567841,-0.1328942475614602,11.412086519605374,6.462228756040956e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9801050662567841,2445.833098910517,-4881.666197821034,-4858.525990940137,2025-02-21,SPY,mle_egarch_student_t,756
GARCH,normal,1.3770188167202238e-06,0.06194648863846891,0.9257123385636927,,,0.0001268185193868832,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9876588272021616,2425.5968657113153,-4845.193731422631,-4831.309607294092,2025-03-24,SPY,mle_garch_normal,756
GARCH,student_t,1.246564355301096e-06,0.0683677947800302,0.9238308765041243,,8.091145863470325,0.00013326568420760619,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9921986712841545,2429.168818932869,-4850.337637865738,-4831.82547236102,2025-03-24,SPY,mle_garch_student_t,756
EGARCH,normal,-0.2084670102578966,0.06971996018931463,0.9774304088189478,-0.12398423011268402,,0.0001731241616280541,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9774304088189478,2443.7417219774698,-4879.4834439549395,-4860.971278450222,2025-03-24,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.20363911964128592,0.06712011205805715,0.9779945082768353,-0.13295765430664752,11.588473470646651,0.00017831788334135934,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9779945082768353,2449.1212392574807,-4888.2424785149615,-4865.102271634064,2025-03-24,SPY,mle_egarch_student_t,756
GARCH,normal,1.5143301461595356e-06,0.08313900214424856,0.9093221238691644,,,0.0008834362662744963,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.992461126013413,2391.0453041145283,-4776.090608229057,-4762.206484100518,2025-04-23,SPY,mle_garch_normal,756
GARCH,student_t,1.901827359923521e-06,0.08228809066906284,0.9051692791824794,,8.032425021385876,0.0008470517557079415,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9874573698515422,2404.6285359623644,-4801.257071924729,-4782.744906420011,2025-04-23,SPY,mle_garch_student_t,756
EGARCH,normal,-0.2732956239609803,0.099045200369191,0.9699160144264511,-0.1646126572406997,,0.0004736016459064531,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9699160144264511,2414.064087674945,-4820.12817534989,-4801.616009845172,2025-04-23,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.22884966045086155,0.07402396818859075,0.9748901826622979,-0.16025766330288485,8.364705342759045,0.00046457815203314274,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9748901826622979,2425.51286694383,-4841.02573388766,-4817.8855270067625,2025-04-23,SPY,mle_egarch_student_t,756
GARCH,normal,2.1528876225950287e-06,0.08187477914964955,0.9006227955871124,,,0.00020117762090506223,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.982497574736762,2397.081468578446,-4788.162937156892,-4774.278813028353,2025-05-22,SPY,mle_garch_normal,756
GARCH,student_t,2.499960464103943e-06,0.08146389614089895,0.8961030361533502,,8.023667567383452,0.00018791014497457554,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9775669322942492,2413.3393236443944,-4818.678647288789,-4800.166481784071,2025-05-22,SPY,mle_garch_student_t,756
EGARCH,normal,-0.2831291205747386,0.10126446237085919,0.969377535680594,-0.1599964027496505,,0.00010643181563080753,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.969377535680594,2423.361691701639,-4838.723383403278,-4820.21121789856,2025-05-22,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.2887531224652452,0.0918097606110359,0.9689265204304323,-0.16851969690872043,8.124319839199812,0.00010307864355303093,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9689265204304323,2438.462859701861,-4866.925719403722,-4843.785512522824,2025-05-22,SPY,mle_egarch_student_t,756
GARCH,normal,2.668312785460414e-06,0.081171402999817,0.8928855549614058,,,7.421743254587261e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9740569579612227,2415.8728997948033,-4825.745799589607,-4811.8616754610675,2025-06-24,SPY,mle_garch_normal,756
GARCH,student_t,3.244735652345877e-06,0.080496545725523,0.8854620613519694,,8.008394384295833,7.17299157416987e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9659586070774924,2433.6850253957637,-4859.370050791527,-4840.8578852868095,2025-06-24,SPY,mle_garch_student_t,756
EGARCH,normal,-0.32200701379349383,0.10576681080045192,0.9654487095020498,-0.17207142067336006,,6.895512055222144e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9654487095020498,2445.4617828541705,-4882.923565708341,-4864.411400203623,2025-06-24,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.3307051718445839,0.0966817404599594,0.9645427483010529,-0.18185564921226302,6.7256875323835965,6.933236923940482e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9645427483010529,2461.159330725778,-4912.318661451556,-4889.178454570659,2025-06-24,SPY,mle_egarch_student_t,756
GARCH,normal,2.604310741437861e-06,0.08104674496355058,0.8915142980785422,,,4.411811382303754e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9725610430420928,2436.383671704606,-4866.767343409212,-4852.883219280673,2025-07-24,SPY,mle_garch_normal,756
GARCH,student_t,3.1326256472046413e-06,0.0803901185188131,0.8842913464049489,,8.006581869139866,4.51643180438283e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9646814649237619,2454.2546998673142,-4900.5093997346285,-4881.997234229911,2025-07-24,SPY,mle_garch_student_t,756
EGARCH,normal,-0.3365351543264704,0.11103696039925795,0.9641726210352816,-0.17297787715332874,,2.9601731787162124e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9641726210352816,2467.3962553180572,-4926.7925106361145,-4908.280345131397,2025-07-24,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.3484364735220821,0.10078520485026318,0.9630115327179197,-0.18014832544187773,6.981241828320886,2.9734937682358724e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9630115327179197,2483.118471362134,-4956.236942724268,-4933.096735843371,2025-07-24,SPY,mle_egarch_student_t,756
GARCH,normal,2.6994980939491037e-06,0.08086086180871076,0.8894695606593941,,,4.697968109445324e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9703304224681049,2450.3278981502935,-4894.655796300587,-4880.771672172048,2025-08-22,SPY,mle_garch_normal,756
GARCH,student_t,3.139395609591493e-06,0.08024388125813446,0.8826827201483474,,8.00429990482254,4.737484510873334e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9629266014064818,2469.0217417853173,-4930.043483570635,-4911.531318065917,2025-08-22,SPY,mle_garch_student_t,756
EGARCH,normal,-0.28390634515445495,0.04166966817710933,0.9700397691828493,-0.18152752431867547,,6.283590786216155e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9700397691828493,2486.6982096647916,-4965.396419329583,-4946.8842538248655,2025-08-22,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.3204482032665709,0.051902378560586805,0.9662232597929372,-0.19110368967733168,8.141079475768384,6.389112644699017e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9662232597929372,2501.406654209365,-4992.81330841873,-4969.673101537833,2025-08-22,SPY,mle_egarch_student_t,756
GARCH,normal,2.7829930327047344e-06,0.08056823787360672,0.886250656421521,,,4.097628027206392e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9668188942951277,2473.3758733227833,-4940.7517466455665,-4926.8676225170275,2025-09-23,SPY,mle_garch_normal,756
GARCH,student_t,3.282911277813001e-06,0.07989284313456668,0.8788212485009186,,7.9983325459387,4.213110301342698e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9587140916354853,2490.195431949637,-4972.390863899274,-4953.8786983945565,2025-09-23,SPY,mle_garch_student_t,756
EGARCH,normal,-0.3444451889415002,0.08043003462171554,0.9640031030958996,-0.19280889948441762,,2.707790727190081e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9640031030958996,2512.300519183658,-5016.601038367316,-4998.088872862598,2025-09-23,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.36715940413150105,0.08263636045941126,0.9617430886727707,-0.20895943329808978,7.993533751013771,2.566284392600777e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9617430886727707,2525.5974531064503,-5041.194906212901,-5018.054699332003,2025-09-23,SPY,mle_egarch_student_t,756
GARCH,normal,3.5722482564672848e-06,0.07972345378625144,0.876957951835507,,,7.747696303162293e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9566814056217584,2486.4702393615416,-4966.940478723083,-4953.056354594544,2025-10-22,SPY,mle_garch_normal,756
GARCH,student_t,3.887684993570424e-06,0.07901758516837906,0.8691933115321631,,7.981176337804967,7.520975521722553e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9482108967005421,2509.3321594162962,-5010.6643188325925,-4992.152153327875,2025-10-22,SPY,mle_garch_student_t,756
EGARCH,normal,-0.5126862986185817,0.1293683377142031,0.946210512318694,-0.1992437658879719,,7.589060056844596e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.946210512318694,2519.6724344046897,-5031.3448688093795,-5012.832703304662,2025-10-22,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.4789839975834731,0.12935055604688678,0.9498854062982977,-0.2008276587828464,6.436716447900779,7.558301613593803e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9498854062982977,2539.9380383603448,-5069.8760767206895,-5046.735869839792,2025-10-22,SPY,mle_egarch_student_t,756
GARCH,normal,5.23748621201677e-06,0.09733287778983325,0.838482933626598,,,7.387524709874296e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9358158114164312,2510.3881753148553,-5014.776350629711,-5000.8922265011715,2025-11-20,SPY,mle_garch_normal,756
GARCH,student_t,4.495738665378668e-06,0.07825490914409204,0.8608037802936149,,7.971956919014229,7.129292673176257e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.939058689437707,2530.360143200353,-5052.720286400706,-5034.208120895988,2025-11-20,SPY,mle_garch_student_t,756
EGARCH,normal,-0.3401944510387839,0.015070710430826965,0.9647928377513703,-0.19179890246080705,,0.00012392724373184078,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9647928377513703,2545.999262540526,-5083.998525081052,-5065.4863595763345,2025-11-20,SPY,mle_egarch_normal,756
EGARCH,student_t,-0.43813471963512457,0.04920924034916925,0.9544360329517907,-0.21266851069659617,6.53674643380539,0.00013216527924807828,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9544360329517907,2563.313204952895,-5116.62640990579,-5093.486203024892,2025-11-20,SPY,mle_egarch_student_t,756
GARCH,normal,5.0407098911258795e-06,0.10451774374141883,0.8336799549141223,,,6.384586710384391e-05,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,True,0.9381976986555411,2520.496788186471,-5034.993576372942,-5021.109452244403,2025-12-22,SPY,mle_garch_normal,756
