start_date,actual_replay_start_date,historical_snapshot_start,historical_snapshot_end,cedear_model_tickers,tickers_with_enough_history,tickers_with_enough_history_list,missing_tickers,price_coverage,raw_target_features_available,raw_target_feature_source,exact_production_parity_replay_possible,survivorship_warning_level
2008-01-01,2022-01-03,2022-01-03,2026-05-15,88,22,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,CCJ,COST,CSCO,GOOGL,INTC,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN,VIST","ABNB,ADI,ADP,AMGN,ARM,ASML,ASTS,AZN,BABA,BHP,BIIB,BKNG,BKR,BP,CEG,COIN,CRWD,EA,GILD,GLOB,GOOG,HON,ISRG,JMIA,KEEL,LRCX,MDLZ,MELI,MRNA,MRVL,MSTR,MU,NU,NVO,OKLO,ORLY,PANW,PBR,PCAR,PDD,PLTR,PYPL,RBLX,RGTI,RIO,RKLB,ROST,SAP,SBUX,SE,SHEL,SHOP,SNAP,SNOW,SONY,SPCE,SPOT,TEAM,TM,TMUS,TSM,TWLO,UBER,VALE,VRTX,XYZ",2022-01-03 to 2026-05-15,True,target_price/current_price exact formula,True,high_requested_start_before_local_snapshot_history
2010-01-01,2022-01-03,2022-01-03,2026-05-15,88,22,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,CCJ,COST,CSCO,GOOGL,INTC,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN,VIST","ABNB,ADI,ADP,AMGN,ARM,ASML,ASTS,AZN,BABA,BHP,BIIB,BKNG,BKR,BP,CEG,COIN,CRWD,EA,GILD,GLOB,GOOG,HON,ISRG,JMIA,KEEL,LRCX,MDLZ,MELI,MRNA,MRVL,MSTR,MU,NU,NVO,OKLO,ORLY,PANW,PBR,PCAR,PDD,PLTR,PYPL,RBLX,RGTI,RIO,RKLB,ROST,SAP,SBUX,SE,SHEL,SHOP,SNAP,SNOW,SONY,SPCE,SPOT,TEAM,TM,TMUS,TSM,TWLO,UBER,VALE,VRTX,XYZ",2022-01-03 to 2026-05-15,True,target_price/current_price exact formula,True,high_requested_start_before_local_snapshot_history
2015-01-01,2022-01-03,2022-01-03,2026-05-15,88,22,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,CCJ,COST,CSCO,GOOGL,INTC,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN,VIST","ABNB,ADI,ADP,AMGN,ARM,ASML,ASTS,AZN,BABA,BHP,BIIB,BKNG,BKR,BP,CEG,COIN,CRWD,EA,GILD,GLOB,GOOG,HON,ISRG,JMIA,KEEL,LRCX,MDLZ,MELI,MRNA,MRVL,MSTR,MU,NU,NVO,OKLO,ORLY,PANW,PBR,PCAR,PDD,PLTR,PYPL,RBLX,RGTI,RIO,RKLB,ROST,SAP,SBUX,SE,SHEL,SHOP,SNAP,SNOW,SONY,SPCE,SPOT,TEAM,TM,TMUS,TSM,TWLO,UBER,VALE,VRTX,XYZ",2022-01-03 to 2026-05-15,True,target_price/current_price exact formula,True,high_requested_start_before_local_snapshot_history
2020-01-01,2022-01-03,2022-01-03,2026-05-15,88,22,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,CCJ,COST,CSCO,GOOGL,INTC,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN,VIST","ABNB,ADI,ADP,AMGN,ARM,ASML,ASTS,AZN,BABA,BHP,BIIB,BKNG,BKR,BP,CEG,COIN,CRWD,EA,GILD,GLOB,GOOG,HON,ISRG,JMIA,KEEL,LRCX,MDLZ,MELI,MRNA,MRVL,MSTR,MU,NU,NVO,OKLO,ORLY,PANW,PBR,PCAR,PDD,PLTR,PYPL,RBLX,RGTI,RIO,RKLB,ROST,SAP,SBUX,SE,SHEL,SHOP,SNAP,SNOW,SONY,SPCE,SPOT,TEAM,TM,TMUS,TSM,TWLO,UBER,VALE,VRTX,XYZ",2022-01-03 to 2026-05-15,True,target_price/current_price exact formula,True,high_requested_start_before_local_snapshot_history
2022-01-01,2022-01-03,2022-01-03,2026-05-15,88,22,"AAPL,ADBE,AMAT,AMD,AMZN,AVGO,CCJ,COST,CSCO,GOOGL,INTC,META,MSFT,NFLX,NVDA,PEP,QCOM,QQQ,SPY,TSLA,TXN,VIST","ABNB,ADI,ADP,AMGN,ARM,ASML,ASTS,AZN,BABA,BHP,BIIB,BKNG,BKR,BP,CEG,COIN,CRWD,EA,GILD,GLOB,GOOG,HON,ISRG,JMIA,KEEL,LRCX,MDLZ,MELI,MRNA,MRVL,MSTR,MU,NU,NVO,OKLO,ORLY,PANW,PBR,PCAR,PDD,PLTR,PYPL,RBLX,RGTI,RIO,RKLB,ROST,SAP,SBUX,SE,SHEL,SHOP,SNAP,SNOW,SONY,SPCE,SPOT,TEAM,TM,TMUS,TSM,TWLO,UBER,VALE,VRTX,XYZ",2022-01-03 to 2026-05-15,True,target_price/current_price exact formula,True,high_requested_start_before_local_snapshot_history
