date,variant,return,selected_tickers,selected_count,turnover,no_hindsight,base_variant,raw_variant_return,guarded_return,equity_after,prior_drawdown_used,prior_volatility_used,exposure_multiplier,cash_weight,defensive_mode,guard_reason,uses_hindsight,variant_suffix
2022-01-03,soft_exit_rule+drawdown_guard,-0.0908153547360555,"AVGO,TSLA",2,1.0,True,soft_exit_rule,-0.0908153547360555,-0.0908153547360555,0.9091846452639445,0.0,0.0,1.0,0.0,normal,recovery_reenable,False,drawdown_guard
2022-01-10,soft_exit_rule+drawdown_guard,-0.0559141439886667,"CCJ,TSLA,AVGO",3,0.3333333333333333,True,soft_exit_rule,-0.0559141439886667,-0.02795707199433335,0.8837665046801579,-0.09081535473605551,0.0,0.5,0.5,reduced_exposure,dd_below_minus_8,False,drawdown_guard
2022-01-18,soft_exit_rule+drawdown_guard,-0.0845256749376999,"TSLA,VIST",2,0.75,True,soft_exit_rule,-0.0845256749376999,-0.04226283746884995,0.8464160245324468,-0.11623349531984206,0.0,0.5,0.5,reduced_exposure,dd_below_minus_8,False,drawdown_guard
2022-01-25,soft_exit_rule+drawdown_guard,0.1175047532534843,"VIST,YPF",2,0.6666666666666666,True,soft_exit_rule,0.1175047532534843,0.023500950650696864,0.8663076057549429,-0.1535839754675532,0.0,0.2,0.8,high_cash,dd_below_minus_12,False,drawdown_guard
2022-02-01,soft_exit_rule+drawdown_guard,-0.0258107795509287,"VIST,YPF",2,0.0,True,soft_exit_rule,-0.0258107795509287,-0.005162155910185741,0.8618355908278562,-0.13369239424505708,0.08528040129310832,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-02-08,soft_exit_rule+drawdown_guard,0.0315038187137109,"VIST,YPF",2,0.0,True,soft_exit_rule,0.0315038187137109,0.00630076374274218,0.8672658132707491,-0.1381644091721438,0.07628434642682069,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-02-15,soft_exit_rule+drawdown_guard,-0.0042294430106779,"NVDA,VIST",2,0.6666666666666666,True,soft_exit_rule,-0.0042294430106779,-0.00084588860213558,0.8665322030042816,-0.13273418672925086,0.07307347623636588,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-02-23,soft_exit_rule+drawdown_guard,0.0808244625728186,"VIST,YPF",2,0.6666666666666666,True,soft_exit_rule,0.0808244625728186,0.01616489251456372,0.8805396029262539,-0.13346779699571842,0.06782452349218987,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-03-02,soft_exit_rule+drawdown_guard,0.0063465681649173,"CCJ,VIST",2,0.6666666666666666,True,soft_exit_rule,0.0063465681649173,0.00317328408245865,0.8833338052321943,-0.11946039707374612,0.0710732111648382,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",False,drawdown_guard
2022-03-09,soft_exit_rule+drawdown_guard,-0.0838173152577801,"CCJ,VIST",2,0.0,True,soft_exit_rule,-0.0838173152577801,-0.04190865762889005,0.8463144712166936,-0.11666619476780571,0.06708629226062451,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",False,drawdown_guard
2022-03-16,soft_exit_rule+drawdown_guard,0.1997886906561435,"CCJ,VIST",2,0.0,True,soft_exit_rule,0.1997886906561435,0.0399577381312287,0.8801312832342394,-0.15368552878330644,0.06812776587655722,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-03-23,soft_exit_rule+drawdown_guard,0.013991925189846,"CCJ,TSLA,VIST",3,0.3333333333333333,True,soft_exit_rule,0.013991925189846,0.006995962594923,0.8862886487703677,-0.11986871676576061,0.08881321428694436,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",False,drawdown_guard
2022-03-30,soft_exit_rule+drawdown_guard,-0.0813244993094376,"NVDA,TSLA",2,0.75,True,soft_exit_rule,-0.0813244993094376,-0.0406622496547188,0.8502501584679237,-0.11371135122963227,0.0850469373469504,0.5,0.5,reduced_exposure,"dd_below_minus_8,high_vol_stop",False,drawdown_guard
2022-04-06,soft_exit_rule+drawdown_guard,-0.0499609916091155,"META,TSLA,NVDA",3,0.3333333333333333,True,soft_exit_rule,-0.0499609916091155,-0.0099921983218231,0.8417542902613507,-0.14974984153207627,0.08415693130525816,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-04-13,soft_exit_rule+drawdown_guard,-0.0358584033121189,"TSLA,VIST,NVDA",3,0.5,True,soft_exit_rule,-0.0358584033121189,-0.00717168066242378,0.8357174972953711,-0.15824570973864927,0.08378642455380755,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-04-21,soft_exit_rule+drawdown_guard,-0.0903565058845387,"NFLX,TSLA,VIST",3,0.5,True,soft_exit_rule,-0.0903565058845387,-0.01807130117690774,0.820614994702935,-0.16428250270462885,0.08021332463594275,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-04-28,soft_exit_rule+drawdown_guard,-0.0208177337272313,"META,NFLX,VIST",3,0.5,True,soft_exit_rule,-0.0208177337272313,-0.00416354674544626,0.8171983258124752,-0.17938500529706503,0.07843249022329507,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-05-05,soft_exit_rule+drawdown_guard,-0.0671998936982665,"NFLX,QCOM,META,VIST",4,0.25,True,soft_exit_rule,-0.0671998936982665,-0.0134399787396533,0.8062151976874753,-0.1828016741875248,0.07832482794103396,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-05-12,soft_exit_rule+drawdown_guard,0.0328662338844495,"NFLX,NVDA,META,VIST",4,0.4,True,soft_exit_rule,0.0328662338844495,0.006573246776889901,0.8115146491371542,-0.1937848023125247,0.07946224447342663,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-05-19,soft_exit_rule+drawdown_guard,0.0272286086945293,"AMD,META,NFLX,NVDA",4,0.4,True,soft_exit_rule,0.0272286086945293,0.005445721738905861,0.815933932103401,-0.1884853508628458,0.08038371637187877,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-05-26,soft_exit_rule+drawdown_guard,0.018935277292697,"AMD,VIST",2,0.8,True,soft_exit_rule,0.018935277292697,0.0037870554585394,0.8190239191547807,-0.18406606789659896,0.07673260174820595,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-06-03,soft_exit_rule+drawdown_guard,-0.073645789190564,"AMD,NFLX,VIST",3,0.3333333333333333,True,soft_exit_rule,-0.073645789190564,-0.014729157838112801,0.8069603865763602,-0.18097608084521932,0.07706740713615448,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-06-10,soft_exit_rule+drawdown_guard,-0.1330018714083276,"CCJ,NFLX,AMD,VIST",4,0.25,True,soft_exit_rule,-0.1330018714083276,-0.02660037428166552,0.7854949382629515,-0.19303961342363984,0.07631830553246943,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
2022-06-17,soft_exit_rule+drawdown_guard,0.080801758211451,"COST,NFLX,CCJ,AMD",4,0.4,True,soft_exit_rule,0.080801758211451,0.0161603516422902,0.7981888126785197,-0.21450506173704853,0.05117817460549617,0.2,0.8,high_cash,"dd_below_minus_12,high_vol_stop",False,drawdown_guard
