model_mode,realized_return,annualized_volatility,Sharpe,Sortino,Calmar,max_drawdown,average_cash,average_selected_count,turnover,direction_accuracy,sample_size,TP_rate,SL_rate,TP_minus_SL,hit_rate
baseline,0.21245104002945991,0.14071617892487767,1.7546349621147748,2.1186418301621353,4.491787415651037,-0.054968212969402575,0.5490909090909092,3.6363636363636362,0.7048809523809524,0.5681818181818182,800,0.27744982290436837,0.18181818181818182,0.09563164108618655,0.5950413223140496
regime_gated_full_quant,0.2132036555447696,0.14066485878539503,1.7615782250694398,2.1250024277331208,4.5079171921916075,-0.054968212969402575,0.5490909090909092,3.6363636363636362,0.7031709956709957,0.5681818181818182,800,0.27744982290436837,0.1806375442739079,0.09681227863046046,0.5962219598583235
calibrated_forecast_research,0.1762341717093876,0.1600880815032952,1.2763932834477387,1.5040307324013689,2.3539769023830153,-0.08680431476790795,0.5490909090909092,3.4318181818181817,0.6971103896103898,0.5636363636363636,755,,,,0.6039735099337749
