date,portfolio_value,daily_return,cumulative_return,Sharpe,max_drawdown,cash_weight,exposure,turnover,rolling_sharpe_60_period_proxy,top_ticker_concentration,risk_flags,promotion_status,data_source,raw_target_current_features_available,raw_target_feature_source,fallback_reason,growth_paper_variant,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,uncapped_exposure,rebalance_due,monitoring_only,previous_rebalance_date,next_rebalance_date,sessions_since_last_rebalance,observed_candidate_tickers,growth_model_version,candidate,paper_cumulative_return,paper_daily_return,paper_sharpe,paper_max_drawdown,cash,data_mode,official_start_date,official_forward_status,archive_reason
2026-06-25,100000.0,0.0,0.0,0.0,0.0,0.55,0.4499999999999999,0.6,0.0,0.1124999999999999,"exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,0.4499999999999999,True,False,2026-06-25,,0,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,growth_champion_final,0.0,0.0,0.0,0.0,0.55,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-26,99152.9339260692,-0.0084706607393081,-0.008470660739308,-15.87450786638754,-0.008470660739308,0.55,0.4499999999999996,0.0,0.0,0.1124999999999999,"exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,728.989990234375,686.8409854125977,706.52001953125,631.2383724975585,False,False,SPY and QQQ above 200D MA,0.4499999999999999,False,True,2026-06-25,,1,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,growth_champion_final,-0.008470660739308,-0.0084706607393081,-15.87450786638754,-0.008470660739308,0.55,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-29,102608.63138206722,0.0348521956856534,0.0260863138206721,7.446124782263177,-0.008470660739308,0.55,0.4499999999999996,0.0,0.0,0.1124999999999999,"exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,741.0,687.3206729125976,724.0800170898438,631.9660137939453,False,False,SPY and QQQ above 200D MA,0.4499999999999999,False,True,2026-06-25,,2,"KEEL,ARM,MU,AMAT",growth_champion_final_v1_0_frozen,growth_champion_final,0.0260863138206721,0.0348521956856534,7.446124782263177,-0.008470660739308,0.55,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-06-30,101350.17270682572,-0.0122646473136901,0.0135017270682571,3.00861546704694,-0.0122646473136902,0.55,0.4499999999999996,0.0,0.0,0.1124999999999999,"exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,746.77001953125,687.8024072265625,736.4000244140625,632.7384176635742,False,False,SPY and QQQ above 200D MA,0.4499999999999999,False,True,2026-06-25,,3,"KEEL,ARM,AMAT,AMBA",growth_champion_final_v1_0_frozen,growth_champion_final,0.0135017270682571,-0.0122646473136901,3.00861546704694,-0.0122646473136902,0.55,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-01,100085.18771245464,-0.0124813304268388,0.0008518771245464,0.2910021075827958,-0.0245928986248382,0.55,0.4499999999999996,0.0,-5.798996220377922,0.1124999999999999,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4499999999999999,0.4499999999999996,745.760009765625,688.280180053711,725.1699829101562,633.4418191528321,False,False,SPY and QQQ above 200D MA,0.4499999999999999,False,True,2026-06-25,,4,"RBLX,KEEL,ARM,AMBA",growth_champion_final_v1_0_frozen,growth_champion_final,0.0008518771245464,-0.0124813304268388,0.2910021075827958,-0.0245928986248382,0.55,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-02,97691.4662341912,-0.0239168405732587,-0.023085337658088,-3.1647130826101484,-0.0479215547624524,0.6,0.4,0.4499999999999996,-7.145511823560722,0.1,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,0.4,True,False,2026-07-02,,0,"KEEL,ARM,SE,AMBA",growth_champion_final_v1_0_frozen,growth_champion_final,-0.023085337658088,-0.0239168405732587,-3.1647130826101484,-0.0479215547624524,0.6,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-06,98610.01280744329,0.0094025262252704,-0.0138998719255671,-1.636571593128937,-0.0479215547624524,0.6,0.4,0.0,-5.952014995025166,0.1,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4,0.4,751.280029296875,689.2283087158203,722.8200073242188,634.7264990234376,False,False,SPY and QQQ above 200D MA,0.4,False,True,2026-07-02,,1,"RBLX,KEEL,ARM,AMBA",growth_champion_final_v1_0_frozen,growth_champion_final,-0.0138998719255671,0.0094025262252704,-1.636571593128937,-0.0479215547624524,0.6,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-08,97366.31000957538,-0.0126123378596097,-0.0263368999042462,-2.9633417952720595,-0.0510904521567182,0.6,0.4,0.0,-6.537377168648253,0.1,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4,0.4,745.4000244140625,690.159066772461,711.4400024414062,635.9261737060547,False,False,SPY and QQQ above 200D MA,0.4,False,True,2026-07-02,,3,"KEEL,ARM,BABA,NET",growth_champion_final_v1_0_frozen,growth_champion_final,-0.0263368999042462,-0.0126123378596097,-2.9633417952720595,-0.0510904521567182,0.6,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-09,98860.2008533068,0.0153429953706216,-0.0113979914669319,-1.045883948602154,-0.0510904521567182,0.6,0.4,0.0,-5.046558297256465,0.1,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4,0.4,751.7100219726562,690.6263842773437,723.280029296875,636.5569100952148,False,False,SPY and QQQ above 200D MA,0.4,False,True,2026-07-02,,4,"KEEL,ARM,BABA,NET",growth_champion_final_v1_0_frozen,growth_champion_final,-0.0113979914669319,0.0153429953706216,-1.045883948602154,-0.0510904521567182,0.6,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
2026-07-10,98337.03166457298,-0.0052920101741461,-0.0166296833542702,-1.5051801236219395,-0.0510904521567182,0.6,0.4,0.2,-5.185333079916322,0.1,"rolling_sharpe_below_zero,exposure_stuck_too_low,paper_history_too_short",paper trading allowed; production promotion blocked,current_growth_candidate_allocation,True,raw_target_return_exact,exact raw target current growth allocation generated from current_growth_feature_generation,growth_v1_exposure_cap_60_dual_trend_filter,0.6,0.6,0.6,0.4,0.4,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,0.4,True,False,2026-07-10,,0,"KEEL,ARM,BABA,SE",growth_champion_final_v1_0_frozen,growth_champion_final,-0.0166296833542702,-0.0052920101741461,-1.5051801236219395,-0.0510904521567182,0.6,historical_debug_reconstruction,2026-06-25,official_forward_warmup,official row invalidated by Phase100 stale market data audit
