"model_mode","number_of_test_dates","selected_only_sample_size","passes_minimum_150","realized_return","realized_volatility","Sharpe","Sortino","Calmar","max_drawdown","average_cash","average_turnover","TP_rate","SL_rate","TP_minus_SL","timeout_rate","hit_rate_5d","hit_rate_10d","hit_rate_20d","direction_accuracy_5d","direction_accuracy_10d","direction_accuracy_20d","elapsed_seconds","promotion_still_blocked"
"baseline","100","1170","True","0.0910630765316125","0.131477589437375","1.7362553593875405","1.8085405278008142","5.39899058853452","-0.042281731289692814","0.5359999999999999","0.713857142857143","0.2641025641025641","0.13247863247863248","0.13162393162393163","0.6034188034188034","0.59","0.65","0.71","0.58","0.66","0.72","352.43822503089905","True"
"regime_gated_full_quant","100","1170","True","0.09179370118280361","0.13159304098429678","1.747677652164038","1.820180231954553","5.439280982437588","-0.0422817312896927","0.5359999999999999","0.713857142857143","0.2641025641025641","0.13247863247863248","0.13162393162393163","0.6034188034188034","0.59","0.65","0.71","0.58","0.66","0.72","355.3850679397583","True"
