date,ticker,model_mode,selected,weight,expected_daily_return,expected_total_return,target_confidence,signal_strength,quality_score,regime,regime_confidence,ema_timing_score,trend_persistence_score,quant_target_price,covariance_method,realized_return_1d,realized_return_5d,realized_return_10d,realized_return_20d,realized_return_30d
2022-01-03,AAPL,baseline,False,0.0,-0.00020895900444279053,-0.004170894346485654,0.5,0.3670149464662823,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.012691597320536152,-0.05395303753531444,-0.06708418121851845,-0.04065707444547195,-0.05065656556764986
2022-01-03,MSFT,baseline,False,0.0,-0.00012194004080143924,-0.002435977700999903,0.5,0.2847704064997939,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.017147095547050073,-0.06118001788298166,-0.095892475290562,-0.07764000070014931,-0.10240477603972176
2022-01-03,NVDA,baseline,False,0.0,-8.942369711985815e-05,-0.0017869554037390767,0.5,0.05294250079658098,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.027588704438471945,-0.0903356676470527,-0.14003520372460143,-0.1820324607038757,-0.12038111004890495
2022-01-03,AMZN,baseline,False,0.0,-1.8976995131993847e-05,-0.00037947148642447637,0.5,0.052994338697195706,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.016915587005979504,-0.05233725081662366,-0.06741019065013709,-0.11273762765578976,-0.08153539126344544
2022-01-03,GOOGL,baseline,False,0.0,0.00014759750206529569,0.0029560928634759787,0.5,0.05300178203583468,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.00408296511015438,-0.04360259869252925,-0.06202777199254528,-0.05067540937784376,-0.05781715173692559
2022-01-03,META,baseline,False,0.0,-0.00015317557333757877,-0.003059057637465501,0.5,0.05297670577825827,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.005937288695254117,-0.030926924311558412,-0.06022926133923068,-0.05771846178212947,-0.34719680267664776
2022-01-03,TSLA,baseline,False,0.0,8.936104281247498e-06,0.00017873725869010926,0.5,0.18062779031812204,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.041832696836128,-0.11807164964096739,-0.14108421519234526,-0.2238160575856306,-0.231167411444832
2022-01-03,SPY,baseline,True,0.16368871983052427,0.0018059649602062766,0.036745752630666484,0.5,1.0,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.00033493890638969237,-0.025538468752333676,-0.04442025831628138,-0.051830566014810286,-0.06616982252198711
2022-01-03,QQQ,baseline,False,0.0,4.8090987661896314e-05,0.0009622593012450498,0.5,0.5022687414086273,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.012970502763585245,-0.05369948147163284,-0.07749951566031643,-0.0900219187448954,-0.11339869703128269
2022-01-03,AVGO,baseline,False,0.0,-0.0002759794060952329,-0.0055051407762837234,0.5,0.47397669793128117,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.011457548812620066,-0.06355905983114396,-0.1289423100369117,-0.10643431971501227,-0.09128324546701339
2022-01-03,AMD,baseline,False,0.0,6.83944088270777e-05,0.0013687773224544397,0.5,0.05294547370260791,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.03873806650308964,-0.12140578292240534,-0.12187175284825136,-0.22271036668319089,-0.19149363165971112
2022-01-03,NFLX,baseline,False,0.0,-0.00012693764972216632,-0.0025356938231905213,0.5,0.05298495030162084,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.010412271093896086,-0.09628871467236655,-0.14491852204538325,-0.2347623478769958,-0.3179101944252303
2022-01-03,COST,baseline,False,0.0,-0.0002714114472112661,-0.005414255517319444,0.5,0.05300235436669831,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0043762090094568995,-0.08454065098922703,-0.13876587954929775,-0.10287451439028872,-0.09315176548094839
2022-01-03,ADBE,baseline,False,0.0,0.00012175392067421212,0.0024378970353817753,0.5,0.0,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0183744621558668,-0.0682884957754375,-0.09041935025465475,-0.05030390505176041,-0.15038006246162117
2022-01-03,PEP,baseline,True,0.12842978780475578,0.00024827935243650436,0.004977316615393468,0.5,0.31008410709522083,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0014452538222615718,0.006879422307771499,0.005665458495395903,-0.003699846256537631,-0.0405826638169714
2022-01-03,CSCO,baseline,True,0.13429181593589276,0.0008162036996747189,0.016451271830315806,0.5,0.6677398262797603,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.030240656301875668,-0.021215961935167615,-0.05430652807888381,-0.1233375702081565,-0.14075363222175008
2022-01-03,INTC,baseline,True,0.07358967642882717,0.0001290257712453542,0.002583680928376575,0.5,0.2857629417280253,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.0013155364786436863,0.037586920398644086,0.029129848970677052,-0.080060108904913,-0.08964481375372957
2022-01-03,AMAT,baseline,False,0.0,-0.0001109315897695266,-0.002216295245529243,0.5,0.11512168619270957,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,-0.00981674568454749,-0.06465326587522846,-0.04733316083354033,-0.13330827888331576,-0.12561744049234191
2022-01-03,QCOM,baseline,False,0.0,-0.00024345206766487716,-0.004857796692751104,0.5,0.09565980920386628,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.005477627285837672,-0.03506800817702582,-0.03947159571724701,-0.048762158335599715,-0.07094144373328903
2022-01-03,TXN,baseline,False,0.0,8.543557755894968e-05,0.0017100991175627023,0.5,0.05300251822823995,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.0010493018984143454,-0.04008394094960899,-0.04365166347214133,-0.04884581594570625,-0.12817422430355163
2022-01-03,CCJ,baseline,False,0.0,-2.773154080697095e-05,-0.0005544847231605532,0.5,0.0529398086895676,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.04095113794221339,0.023778112606642754,-0.04975778099168693,-0.1087626337705706,-0.03258475565611618
2022-01-03,YPF,baseline,False,0.0,-0.00012360642062042118,-0.002469227640225613,0.5,0.24978310368097756,0.5,neutral,,,,,ledoit_wolf/manual_diagonal_shrinkage,0.029702942250534603,-0.03217818743807899,0.03217824645257927,0.08168315020347028,0.02475245187544539
