date,ticker,action,previous_weight,new_weight,trade_weight_change,execution_price,reason,model_mode,growth_paper_variant,raw_target_rank,raw_target_return_exact,quality_filter_pass,tradability_filter_pass,holding_quality_classification,exposure_cap,exposure_cap_60,dual_trend_cap,vol_target_exposure,final_exposure,spy_close,spy_ma_200,qqq_close,qqq_ma_200,spy_below_200d,qqq_below_200d,dual_trend_reason,data_source,raw_target_current_features_available,raw_target_feature_source,growth_model_version
2026-06-17,ARM,BUY,0.0,0.3,0.3,430.3450012207031,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,,True,True,speculative_but_tradable,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,False,target_implied_proxy,growth_champion_final_v1_0_frozen
2026-06-17,KEEL,BUY,0.0,0.3,0.3,6.090099811553955,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,,True,True,speculative_but_tradable,0.6,0.6,0.6,0.85,0.6,739.0560302734375,683.9198599243164,721.7168579101562,626.7817889404297,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,False,target_implied_proxy,growth_champion_final_v1_0_frozen
2026-06-25,AMAT,BUY,0.0,0.1124999999999999,0.1124999999999999,651.6599731445312,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,0.1464163007272041,True,True,institutional_quality,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-06-25,ARM,REDUCE,0.3,0.1124999999999999,-0.1875,347.8699951171875,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,12.0,0.070963808833482,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-06-25,KEEL,REDUCE,0.3,0.1124999999999999,-0.1875,5.815000057220459,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,3.0,0.108881631675447,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-06-25,MU,BUY,0.0,0.1124999999999999,0.1124999999999999,1215.800048828125,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,0.2019320832124702,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4499999999999999,0.4499999999999999,734.2999877929688,686.4120510864258,716.3800048828125,630.5975845336914,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,AMAT,SELL,0.1124999999999999,0.0,-0.1124999999999999,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,AMBA,BUY,0.0,0.1,0.1,78.36000061035156,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,0.1645377706675761,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,ARM,REDUCE,0.1124999999999999,0.1,-0.0124999999999999,315.2799987792969,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,30.0,0.06806180620084,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,KEEL,REDUCE,0.1124999999999999,0.1,-0.0124999999999999,4.590000152587891,target_weight_reduced,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,15.0,0.1029936392890442,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,MU,SELL,0.1124999999999999,0.0,-0.1124999999999999,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-02,SE,BUY,0.0,0.1,0.1,103.3000030517578,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,2.0,0.1487872766114446,True,True,institutional_quality,0.6,0.6,0.6,0.4,0.4,744.780029296875,688.7357443237305,712.5999755859375,634.0573635864258,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,growth_champion_final_v1_0_frozen
2026-07-10,AMBA,SELL,0.1,0.0,-0.1,,removed_from_growth_allocation,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,,,,,,0.6,0.6,0.6,0.4350408594155716,0.4350408594155716,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-10,ARM,INCREASE,0.1,0.1450136198051905,0.0450136198051905,323.3900146484375,target_weight_increased,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,25.0,0.0680233169986985,True,True,speculative_but_tradable,0.6,0.6,0.6,0.4350408594155716,0.4350408594155716,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
2026-07-10,BABA,BUY,0.0,0.1450136198051905,0.1450136198051905,112.33000183105467,new_growth_selection,growth_champion_final,growth_v1_exposure_cap_60_dual_trend_filter,1.0,0.1560519390934327,True,True,institutional_quality,0.6,0.6,0.6,0.4350408594155716,0.4350408594155716,754.9500122070312,691.0943310546875,725.510009765625,637.181121520996,False,False,SPY and QQQ above 200D MA,current_growth_candidate_allocation,True,raw_target_return_exact,
