candidate,realized_return,volatility,Sharpe,Sortino,Calmar,max_drawdown,hit_rate,average_cash,average_selected_count,turnover
wf_calibrated_forecast_shadow,16.08932974999955,0.15659568928701956,1.1204457161448236,1.9430825011719817,0.3753801934514433,-0.4674113666337668,0.6409090909090909,0.5490909090909091,3.85,0.2863822938090134
original_forecast_shadow,14.388746027456433,0.17334218381997568,0.9915675154241569,1.905061325451309,0.36882471187483823,-0.46602213190882635,0.6409090909090909,0.5490909090909091,3.85,0.2941142941809833
